WERKS,EBELN,EBELP,MATNR,MATKL,LIFNR,RKDST,MENGE,DELGE,MEINS,NETPR,PEINH,DRDAT,LEWED,SEDAT,LCWED,ITDAT,LOEKE,ELIKZ,EKNAM,EKRNR,BANFN,BNFPO,BELNR,BUZEI
IN10,258933,5,10615744,TPM1,30003467,,50,50,PCS,5,EUR,2023-03-20,2023-03-21,2023-03-22,2023-03-29,2023-04-03, ,x,47541422,53251766,1005082,2,8357943,1
DE10,842565,1,25235624,COLA,35101221,x,45,45,L,640,EUR,2023-03-20,2023-03-27,2023-03-27,2023-03-31,2023-03-31, ,x,28588831,87443257,1005081,1,7702570,1
BR10,459651,5,11159536,TPM1,30003467,,10,10,PCS,1,EUR,2023-03-22,2023-03-23,2023-03-23,2023-03-30,2023-03-30, ,x,77597329,65996666,1005095,1,9565787,2
DE10,298975,4,87079640,MPLF,41420829,x,64,64,KG,332,EUR,2023-03-21,2023-03-27,2023-03-27,2023-03-31,2023-03-31, ,x,11650206,49712938,1005073,1,8568293,1
CN10,160014,2,24242928,COLA,34702906,x,25,25,KG,321,EUR,2023-03-20,2023-03-27,2023-03-27,2023-03-31,2023-03-31, ,x,26753334,49784073,1005067,1,7464250,1
CN10,160014,1,13405872,TPM1,30003467,,8,8,PCS,3,EUR,2023-03-20,2023-03-21,2023-03-22,2023-03-29,2023-04-03, ,x,26753334,49784073,1005056,3,6590193,1
BR10,740599,1,21595928,COLA,43088822,x,86,86,PCS,83,EUR,2023-03-22,2023-03-23,2023-03-24,2023-03-30,2023-03-30, ,x,68930260,66145879,1005105,1,8591307,1
BR10,740599,2,48075088,PYTF,53847241,x,37,37,KG,353,EUR,2023-03-22,2023-03-28,2023-03-28,2023-04-03,2023-04-03, ,x,68930260,66145879,1005048,1,9206934,1
CN10,875533,2,49790248,PYTF,47017350,x,72,72,PCS,700,EUR,2023-03-21,2023-03-28,2023-03-28,2023-03-31,2023-04-05, ,x,11650206,12521424,1005056,2,8516785,1
CN10,875533,3,13505536,TPM1,30003467,,75,75,PCS,7,EUR,2023-03-20,2023-03-21,2023-03-22,2023-03-29,2023-04-03, ,x,11650206,12521424,1005067,2,6590193,2
CN10,875533,4,20667944,COLA,73419740,x,45,45,KG,463,EUR,2023-03-20,2023-03-24,2023-03-24,2023-03-28,2023-03-30, ,x,11650206,12521424,1005068,1,5677383,1
CN10,875533,5,10615744,TPM1,30003467,,24,24,PCS,5,EUR,2023-03-27,2023-03-21,2023-03-22,2023-03-29,2023-04-03, ,x,11650206,12521424,1005094,1,6590193,3
CN10,158111,1,83863032,ZUFN,78411205,x,89,89,G,272,EUR,2023-03-21,,,,,x,x,14216209,80969552,1005098,2,,
CN10,249338,1,15353960,TPM1,30002348,,38,38,PCS,2,EUR,2023-03-23,2023-03-24,2023-03-24,2023-03-30,2023-04-03, ,x,42676369,88240047,1005102,1,8852333,2
CN10,249338,2,18608880,TPM1,30002348,,37,37,PCS,1,EUR,2023-03-23,2023-03-24,2023-03-24,2023-03-30,2023-04-03, ,x,42676369,88240047,1005116,2,8852333,3
CN10,249338,3,16177764,TPM1,30002348,,77,77,KG,4,EUR,2023-03-29,2023-03-24,2023-03-24,2023-03-30,2023-04-03, ,x,42676369,88240047,1005094,2,8852333,4
CN10,477045,1,32071024,ZELA,32519746,x,74,74,KG,737,EUR,2023-03-23,2023-03-30,2023-03-30,2023-04-05,2023-04-05, ,x,93774896,27775137,1005102,2,8470805,1
CN10,477045,2,25398208,COLA,48114031,x,9,9,PCS,504,EUR,2023-03-22,2023-03-29,2023-04-05,2023-04-10,2023-04-10, ,x,93774896,27775137,1005126,1,5695793,1
CN10,477045,3,68338888,UDF3,70920548,x,37,37,PCS,167,EUR,2023-03-22,2023-03-27,2023-03-27,2023-03-31,2023-03-31, ,x,93774896,27775137,1005126,3,9475057,1
CN10,477045,4,98151444,MPLF,43088822,x,92,92,PCS,916,EUR,2023-03-23,2023-03-30,2023-03-30,2023-04-05,2023-04-05, ,x,93774896,27775137,1005141,2,9710898,1
BR10,740599,4,85602600,ZUFN,50759436,x,44,44,L,361,EUR,2023-03-21,2023-03-27,2023-03-27,2023-03-28,2023-03-28, ,x,68930260,66145879,1005095,2,8115007,1
DE10,298975,3,17231232,TPM1,30002348,,31,31,PCS,5,EUR,2023-03-21,2023-03-22,2023-03-22,2023-03-27,2023-03-27, ,x,11650206,49712938,1005064,1,9300022,2
DE10,298975,1,15353960,TPM1,30002348,,66,66,PCS,2,EUR,2023-03-21,2023-03-22,2023-03-22,2023-03-27,2023-03-27, ,x,11650206,49712938,1005049,1,9300022,1
DE10,534109,2,11159536,TPM1,30003467,,35,35,PCS,1,EUR,2023-03-20,2023-03-21,2023-03-22,2023-03-29,2023-04-03, ,x,75758576,91442486,1005054,1,5763939,1
BR10,377958,3,15353960,TPM1,30002348,,40,40,PCS,2,EUR,2023-03-23,2023-03-24,2023-03-24,2023-03-30,2023-04-03, ,x,35240638,62114292,1005131,3,8781645,1
BR10,377958,2,11159536,TPM1,30003467,,89,89,PCS,1,EUR,2023-03-23,2023-03-24,2023-03-24,2023-03-30,2023-03-30, ,x,35240638,62114292,1005129,2,9565787,4
BR10,597783,2,28348643,ZELA,43088822,x,14,14,PCS,684,EUR,2023-03-31,2023-03-31,2023-03-31,2023-04-06,2023-04-06, ,x,53251766,45153698,1005077,1,8591307,2
DE10,298975,5,10615744,TPM1,30003467,,56,56,PCS,5,EUR,2023-03-20,2023-03-21,2023-03-22,2023-03-29,2023-04-03, ,x,11650206,49712938,1005092,1,5763939,2
BR10,597783,1,56831936,UDF3,48114031,x,88,88,G,964,EUR,2023-03-23,2023-03-30,2023-03-30,2023-04-05,2023-04-05, ,x,53251766,45153698,1005110,3,6786208,2
BR10,778670,1,11159536,TPM1,30003467,,84,84,PCS,1,EUR,2023-03-24,2023-03-27,2023-03-27,2023-03-29,2023-03-31, ,x,86863338,45379454,1005110,1,9565787,3
US10,156136,4,11159536,TPM1,30003467,,50,50,PCS,1,EUR,2023-03-22,2023-03-23,2023-03-23,2023-03-30,2023-03-30, ,x,70002506,83271922,1005118,3,9229304,6
BR10,459651,4,87079640,MPLF,41420829,x,65,65,KG,332,EUR,2023-03-23,2023-03-29,2023-03-29,2023-03-31,2023-04-04, ,x,77597329,65996666,1005089,1,9574898,1
BR10,459651,3,10615744,TPM1,30003467,,96,96,PCS,5,EUR,2023-03-22,2023-03-23,2023-03-23,2023-03-30,2023-03-30, ,x,77597329,65996666,1005085,1,9565787,1
BR10,459651,2,25398208,COLA,48114031,x,63,63,PCS,504,EUR,2023-03-20,2023-03-27,2023-03-27,2023-03-30,2023-03-30, ,x,77597329,65996666,1005109,1,6786208,1
BR10,459651,1,93159896,MPLF,32519746,x,42,42,PCS,159,EUR,2023-03-20,2023-03-27,2023-03-27,2023-03-30,2023-03-30, ,x,77597329,65996666,1005105,2,6519494,1
BR10,778670,2,20667944,COLA,73419740,x,23,23,KG,463,EUR,2023-03-22,2023-03-28,2023-04-03,2023-04-05,2023-04-05, ,x,86863338,45379454,1005084,1,6473816,1
IN10,645769,9,74349496,UDF3,32519746,x,63,63,KG,341,EUR,2023-03-27,2023-03-27,2023-03-27,2023-03-30,2023-03-30, ,x,79848143,61568536,1005080,3,7918226,1
US10,840245,2,13405872,TPM1,30003467,,50,50,PCS,3,EUR,2023-03-23,2023-03-24,2023-03-24,2023-03-30,2023-03-30, ,x,80969552,95329307,1005149,2,9229304,7
IN10,341410,2,28440760,ZELA,32519746,x,9,9,PCS,633,EUR,2023-03-20,2023-03-27,2023-03-27,2023-03-30,2023-03-30, ,x,28770259,32307970,1005039,3,7918226,2
JP11,488480,3,58774200,UDF3,34702906,x,52,52,KG,934,EUR,2023-03-22,2023-03-23,2023-03-23,2023-03-27,2023-03-27, ,x,28169736,17445420,1005097,2,8282071,1
JP11,488480,2,88346328,MPLF,48114031,x,46,46,KG,618,EUR,,,,,, ,x,28169736,17445420,1005097,1,,
JP11,488480,1,40378320,EDSA,73419740,x,36,36,PCS,605,EUR,2023-03-23,2023-03-29,2023-03-29,2023-04-04,2023-04-04, ,x,28169736,17445420,1005079,1,8727466,1
JP11,399669,4,79697072,ZUFN,48114031,x,61,61,PCS,710,EUR,,,,,, ,x,45837989,64580884,1005079,3,,
JP11,399669,3,15353960,TPM1,30002348,,28,28,PCS,2,EUR,2023-03-23,2023-03-24,2023-03-24,2023-03-30,2023-04-03, ,x,45837989,64580884,1005079,2,7111255,2
JP11,399669,2,15353960,TPM1,30002348,,6,6,PCS,2,EUR,2023-03-21,2023-03-22,2023-03-22,2023-03-27,2023-03-27, ,x,45837989,64580884,1005074,3,7111255,1
JP11,399669,1,98147568,MPLF,32519746,x,68,68,L,996,EUR,2023-03-21,2023-03-28,2023-03-28,2023-03-31,2023-03-31, ,x,45837989,64580884,1005065,2,6277824,1
US10,764912,2,19474160,COLA,48114031,x,21,21,KG,986,EUR,,,,,, ,x,86863338,81226330,1005103,1,,
JP11,261838,2,35470001,EDSA,35101221,x,27,27,KG,235,EUR,2023-03-20,2023-03-27,2023-03-27,2023-03-31,2023-03-31, ,x,44517918,51707704,1005065,1,6717278,1
JP11,261838,1,77128608,ZUFN,47017350,x,29,29,PCS,606,EUR,2023-03-20,,,,,x,x,44517918,51707704,1005031,3,,
CN10,306143,2,17231232,TPM1,30002348,,80,80,PCS,5,EUR,2023-03-20,2023-03-21,2023-03-22,2023-03-27,2023-03-27, ,x,91567310,18849392,1005070,1,8852333,1
IN10,955365,3,77128608,ZUFN,47017350,x,2,2,PCS,610,EUR,2023-03-23,2023-03-30,2023-03-30,2023-04-04,2023-04-04, ,x,31380085,66118598,1005124,2,8588822,2
JP11,929242,1,82207928,ZUFN,74997556,x,69,73,KG,441,EUR,2023-03-24,2023-03-31,2023-03-31,2023-04-04,2023-04-04, ,x,12948061,46321956,1005120,2,7460464,1
US10,500628,2,75603272,ZUFN,47017350,x,68,68,PCS,320,EUR,2023-03-20,2023-03-27,2023-04-03,2023-04-07,2023-04-07, ,x,66610435,54469786,1005063,2,6654885,1
IN10,955365,7,25150904,COLA,32519746,x,51,51,PCS,1001,EUR,2023-03-23,2023-03-30,2023-03-30,2023-04-05,2023-04-05, ,x,31380085,66118598,1005150,1,7918226,3
IN10,955365,8,11159536,TPM1,30003467,,48,48,PCS,1,EUR,2023-03-23,2023-03-24,2023-03-24,2023-03-30,2023-03-30, ,x,31380085,66118598,1005075,1,8357943,7
IN10,341410,1,16177764,TPM1,30002348,,31,31,KG,4,EUR,2023-03-22,2023-03-23,2023-03-24,2023-03-30,2023-04-03, ,x,28770259,32307970,1005106,2,9361021,3
US10,403374,1,26709208,ZELA,41420829,x,67,67,KG,229,EUR,2023-03-20,2023-03-27,2023-03-27,2023-03-31,2023-03-31, ,x,88994835,82343323,1005101,2,5155757,1
US10,403374,2,16177764,TPM1,30002348,,86,86,KG,4,EUR,2023-03-20,2023-03-21,2023-03-22,2023-03-27,2023-03-27, ,x,88994835,82343323,1005099,1,8324289,1
US10,156136,1,32645344,EDSA,48114031,x,39,39,PCS,845,EUR,2023-03-22,,,,,x,x,70002506,83271922,1005104,1,,
US10,764912,8,98147568,MPLF,32519746,x,76,76,L,996,EUR,2023-03-23,2023-03-30,2023-03-30,2023-04-05,2023-04-05, ,x,86863338,81226330,1005096,1,5632726,1
US10,764912,7,11159536,TPM1,30003467,,24,24,PCS,1,EUR,2023-03-22,2023-03-23,2023-03-23,2023-03-30,2023-03-30, ,x,86863338,81226330,1005090,1,9229304,4
US10,764912,6,13405872,TPM1,30003467,,19,19,PCS,3,EUR,2023-03-23,2023-03-24,2023-03-24,2023-03-30,2023-03-30, ,x,86863338,81226330,1005060,1,9229304,3
US10,764912,5,18608880,TPM1,30002348,,32,32,PCS,1,EUR,2023-03-23,2023-03-24,2023-03-24,2023-03-30,2023-04-03, ,x,86863338,81226330,1005033,2,8324289,2
US10,764912,4,11788404,TPM1,30003467,,93,93,PCS,6,EUR,2023-03-20,,,,,x,x,86863338,81226330,1005112,2,,
US10,764912,3,97625203,MPLF,38334498,x,50,50,KG,554,EUR,2023-03-20,2023-03-23,2023-03-28,2023-04-03,2023-04-03, ,x,86863338,81226330,1005104,2,9609231,1
IN10,955365,5,19474160,COLA,48114031,x,77,77,KG,986,EUR,2023-03-23,,,,,x,x,31380085,66118598,1005138,1,,
JP11,929242,3,86457056,MPLF,53847241,x,95,95,PCS,159,EUR,2023-03-24,2023-03-31,2023-03-31,2023-04-05,2023-04-05, ,x,12948061,46321956,1005074,1,9449185,1
JP11,261838,3,86834912,MPLF,43088822,x,40,40,PCS,381,EUR,2023-03-21,2023-03-28,2023-03-28,2023-03-31,2023-04-05, ,x,44517918,51707704,1005074,2,6193927,1
US10,764912,1,13505536,TPM1,30003467,,43,43,PCS,7,EUR,2023-03-21,2023-03-22,2023-03-22,2023-03-29,2023-04-03, ,x,86863338,81226330,1005101,1,9229304,1
IN10,475596,6,26230416,ZELA,78411205,x,83,83,PCS,190,EUR,,,,,, ,x,44679314,77540650,1005080,4,,
IN10,475596,7,86457056,MPLF,53847241,x,9,9,PCS,154,EUR,2023-03-20,2023-03-27,2023-03-27,2023-03-30,2023-04-04, ,x,44679314,77540650,1005082,1,5438256,1
IN10,475596,8,48075088,PYTF,53847241,x,56,56,KG,364,EUR,2023-03-22,2023-03-29,2023-03-29,2023-04-04,2023-04-04, ,x,44679314,77540650,1005083,1,5438256,2
IN10,451978,1,67221888,UDF3,34702906,x,19,19,KG,206,EUR,2023-03-23,,,,,x,x,24448207,22189465,1005071,2,,
IN10,451978,2,88346328,MPLF,48114031,x,58,58,KG,613,EUR,2023-03-24,2023-03-31,2023-03-31,2023-04-05,2023-04-05, ,x,24448207,22189465,1005086,1,7904014,1
IN10,475596,4,16177764,TPM1,30002348,,23,23,KG,4,EUR,2023-03-22,2023-03-23,2023-03-24,2023-03-30,2023-04-03, ,x,44679314,77540650,1005075,3,9361021,5
IN10,451978,3,11159536,TPM1,30003467,,5,9,PCS,1,EUR,2023-03-23,2023-03-24,2023-03-24,2023-03-30,2023-03-30, ,x,24448207,22189465,1005093,1,8357943,6
IN10,147864,1,18608880,TPM1,30002348,,48,48,PCS,1,EUR,2023-03-22,2023-03-23,2023-03-24,2023-03-30,2023-04-03, ,x,48250236,54041906,1005107,2,9361021,7
IN10,475596,3,13505536,TPM1,30003467,,52,52,PCS,7,EUR,2023-03-22,2023-03-23,2023-03-23,2023-03-30,2023-03-30, ,x,44679314,77540650,1005075,2,8357943,5
IN10,475596,2,22818912,COLA,50759436,x,94,94,KG,652,EUR,2023-03-23,2023-03-30,2023-03-30,2023-04-05,2023-04-05, ,x,44679314,77540650,1005072,1,5705316,1
IN10,475596,1,11788404,TPM1,30003467,,85,85,PCS,6,EUR,2023-03-20,2023-03-21,2023-03-22,2023-03-29,2023-04-03, ,x,44679314,77540650,1005106,1,8357943,4
IN10,341410,7,13505536,TPM1,30003467,,94,94,PCS,7,EUR,2023-03-20,2023-03-21,2023-03-22,2023-03-29,2023-04-03, ,x,28770259,32307970,1005093,2,8357943,3
IN10,341410,6,11159536,TPM1,30003467,,86,86,PCS,1,EUR,2023-03-20,2023-03-21,2023-03-22,2023-03-29,2023-04-03, ,x,28770259,32307970,1005086,2,8357943,2
IN10,341410,5,19297648,TPM1,30002348,,5,5,PCS,2,EUR,2023-03-22,,,,,x,x,28770259,32307970,1005071,1,,
US10,156136,2,11159536,TPM1,30003467,,73,73,PCS,1,EUR,2023-03-23,2023-03-24,2023-03-24,2023-03-30,2023-03-30, ,x,70002506,83271922,1005108,2,9229304,5
US10,156136,3,17231232,TPM1,30002348,,77,77,PCS,5,EUR,2023-03-21,2023-03-22,2023-03-22,2023-03-27,2023-03-27, ,x,70002506,83271922,1005108,3,8324289,3
IN10,147864,4,19297648,TPM1,30002348,,49,49,PCS,2,EUR,2023-03-22,2023-03-23,2023-03-24,2023-03-30,2023-04-03, ,x,48250236,54041906,1005082,3,9361021,8
IN10,147864,2,82207928,ZUFN,74997556,x,32,32,KG,460,EUR,2023-03-22,,,,,x,x,48250236,54041906,1005107,3,,
IN10,475596,5,16177764,TPM1,30002348,,91,91,KG,4,EUR,2023-03-23,2023-03-24,2023-03-24,2023-03-30,2023-04-03, ,x,44679314,77540650,1005080,2,9361021,6
CN10,138213,4,15353960,TPM1,30002348,,6,6,PCS,2,EUR,2023-03-31,,,,,x,x,66321376,22179495,1005185,1,,
CN10,427145,5,97625203,MPLF,38334498,x,14,14,KG,558,EUR,,,,,, ,x,75008634,79246109,1005165,1,,
CN10,138213,2,60261224,UDF3,73419740,x,9,9,KG,350,EUR,2023-03-31,2023-04-06,2023-04-06,2023-04-10,2023-04-10, ,x,66321376,22179495,1005157,3,9699459,1
CN10,138213,3,28348643,ZELA,43088822,x,13,13,PCS,684,EUR,2023-03-31,2023-04-07,2023-04-07,2023-04-13,2023-04-19, ,x,66321376,22179495,1005165,2,8100904,2
CN10,759961,4,11159536,TPM1,30003467,,56,56,PCS,1,EUR,2023-03-31,2023-04-03,2023-04-03,2023-04-05,2023-04-05, ,x,30869602,56170564,1005169,1,9742886,7
CN10,702209,2,11788404,TPM1,30003467,,32,32,PCS,6,EUR,2023-03-30,,,,,x,x,37774575,61568536,1005187,2,,
CN10,702209,3,75227320,UDF3,41420829,x,12,12,PCS,622,EUR,2023-03-31,2023-04-07,2023-04-07,2023-04-13,2023-04-13, ,x,37774575,61568536,1005187,3,5008235,1
CN10,702209,5,15353960,TPM1,30002348,,95,95,PCS,2,EUR,2023-03-31,2023-04-03,2023-04-03,2023-04-07,2023-04-07, ,x,37774575,61568536,1005200,2,5727091,4
CN10,427145,4,11159536,TPM1,30003467,,45,45,PCS,1,EUR,2023-03-28,2023-03-29,2023-03-29,2023-04-04,2023-04-04, ,x,75008634,79246109,1005151,2,9742886,5
CN10,702209,1,22818912,COLA,50759436,x,3,3,KG,640,EUR,2023-03-31,2023-04-07,2023-04-07,2023-04-13,2023-04-13, ,x,37774575,61568536,1005187,1,9498678,4
CN10,427145,3,45013285,EDSA,70920548,x,47,47,KG,543,EUR,2023-03-28,2023-03-29,2023-03-29,2023-04-04,2023-04-04, ,x,75008634,79246109,1005126,2,8361452,1
JP11,416230,1,86662444,MPLF,50759436,x,76,76,KG,447,EUR,2023-03-28,2023-03-31,2023-03-31,2023-04-07,2023-04-07, ,x,26214738,90936752,1005152,1,5548775,1
CN10,427145,1,88797376,MPLF,50759436,x,7,7,PCS,6,EUR,2023-03-29,2023-04-05,2023-04-12,2023-04-19,2023-04-19, ,x,75008634,79246109,1005113,1,9498678,3
JP11,929242,2,17231232,TPM1,30002348,,9,9,PCS,5,EUR,2023-03-27,2023-03-28,2023-03-29,2023-04-04,2023-04-04, ,x,12948061,46321956,1005148,1,5904647,1
JP11,607736,1,18608880,TPM1,30002348,,71,71,PCS,1,EUR,2023-03-28,2023-03-29,2023-03-29,2023-04-04,2023-04-04, ,x,63983002,49781629,1005120,1,5904647,3
JP11,128285,1,54753968,PYTF,32952574,x,69,69,PCS,12,EUR,2023-03-27,,,,,x,x,52136732,77597329,1005133,1,,
JP11,607736,2,22818912,COLA,50759436,x,35,35,KG,636,EUR,2023-04-04,2023-04-05,2023-04-12,2023-04-19,2023-04-19, ,x,63983002,49781629,1005153,1,5548775,2
JP11,607736,3,13505536,TPM1,30003467,,18,18,PCS,7,EUR,2023-03-29,,,,,x,x,63983002,49781629,1005166,1,,
JP11,607736,4,78949416,ZUFN,53847241,x,43,43,PCS,991,EUR,2023-03-27,2023-03-28,2023-03-28,2023-04-03,2023-04-03, ,x,63983002,49781629,1005172,2,7397322,1
JP11,713758,1,16177764,TPM1,30002348,,20,20,KG,4,EUR,2023-03-30,2023-03-31,2023-03-31,2023-04-06,2023-04-06, ,x,59128243,90592859,1005153,2,5904647,4
JP11,713758,2,20667944,COLA,73419740,x,34,34,KG,463,EUR,2023-03-28,2023-04-03,2023-04-03,2023-04-05,2023-04-05, ,x,59128243,90592859,1005159,1,7077231,1
JP11,993237,1,19297648,TPM1,30002348,,77,77,PCS,2,EUR,2023-03-29,2023-03-30,2023-03-30,2023-04-05,2023-04-05, ,x,85299630,20837115,1005166,2,5904647,5
CN10,427145,2,10615744,TPM1,30003467,,76,76,PCS,5,EUR,2023-04-03,2023-03-31,2023-03-31,2023-04-07,2023-04-14, ,x,75008634,79246109,1005113,2,9742886,4
JP11,993237,2,75227320,UDF3,41420829,x,3,3,PCS,594,EUR,2023-03-30,2023-04-05,2023-04-05,2023-04-07,2023-04-07,x,x,85299630,20837115,1005195,1,6459831,1
CN10,934207,1,17231232,TPM1,30002348,,32,32,PCS,5,EUR,2023-03-28,2023-03-29,2023-03-29,2023-04-04,2023-04-04, ,x,68180086,71889015,1005114,2,5727091,1
CN10,934207,2,86457056,MPLF,53847241,x,76,76,PCS,159,EUR,2023-04-04,2023-04-04,2023-04-04,2023-04-07,2023-04-07, ,x,68180086,71889015,1005140,1,7589202,1
CN10,934207,3,17231232,TPM1,30002348,,72,72,PCS,5,EUR,2023-03-27,2023-03-28,2023-03-29,2023-04-04,2023-04-04,x,x,68180086,71889015,1005098,1,5727091,2
CN10,826290,1,11159536,TPM1,30003467,,81,81,PCS,1,EUR,2023-03-27,2023-03-28,2023-03-28,2023-04-04,2023-04-04, ,x,39937440,20887554,1005114,1,9742886,1
CN10,826290,2,13505536,TPM1,30003467,,99,99,PCS,7,EUR,2023-03-27,2023-03-28,2023-03-28,2023-04-04,2023-04-04, ,x,39937440,20887554,1005134,1,9742886,2
CN10,276485,1,86834912,MPLF,43088822,x,72,72,PCS,391,EUR,,,,,, ,x,26906049,86162838,1005116,1,,
JP11,416230,2,17231232,TPM1,30002348,,79,79,PCS,5,EUR,2023-03-28,2023-03-29,2023-03-29,2023-04-04,2023-04-04, ,x,26214738,90936752,1005153,3,5904647,2
CN10,276485,3,13505536,TPM1,30003467,,23,23,PCS,7,EUR,2023-03-29,2023-03-30,2023-03-31,2023-04-07,2023-04-14, ,x,26906049,86162838,1005141,3,9742886,3
CN10,276485,4,58200280,UDF3,50759436,x,78,78,PCS,335,EUR,,,,,, ,x,26906049,86162838,1005142,1,,
JP11,634404,1,49991456,PYTF,50759436,x,40,40,PCS,735,EUR,,,,,, ,x,22018185,84607325,1005215,1,,
CN10,276485,2,86662444,MPLF,50759436,x,27,27,KG,447,EUR,2023-03-29,2023-04-05,2023-04-12,2023-04-19,2023-04-19, ,x,26906049,86162838,1005141,1,9498678,1
US10,196056,2,88346328,MPLF,48114031,x,60,59,KG,618,EUR,2023-03-29,2023-04-05,2023-04-05,2023-04-10,2023-04-10, ,x,43287891,75223703,1005162,1,7687396,3
IN10,853847,6,13505536,TPM1,30003467,,70,70,PCS,7,EUR,2023-03-29,2023-03-30,2023-03-31,2023-04-07,2023-04-14, ,x,66182728,72770444,1005163,2,5973467,2
IN10,955365,1,87079640,MPLF,41420829,x,81,81,KG,332,EUR,2023-03-27,2023-03-31,2023-04-06,2023-04-10,2023-04-10, ,x,31380085,66118598,1005107,1,7975358,1
DE10,644825,1,25235624,COLA,35101221,x,92,92,L,640,EUR,2023-03-30,2023-04-05,2023-04-05,2023-04-10,2023-04-10, ,x,68262206,14028409,1005111,1,5457801,1
DE10,644825,2,58890322,UDF3,34702906,x,2,2,PCS,813,EUR,2023-03-28,2023-04-03,2023-04-03,2023-04-06,2023-04-06, ,x,68262206,14028409,1005164,2,6121012,1
DE10,541746,1,90455123,MPLF,55553693,x,99,99,PCS,437,EUR,2023-03-30,2023-04-05,2023-04-05,2023-04-07,2023-04-07, ,x,78847324,41145399,1005130,1,5714389,1
DE10,541746,2,20667944,COLA,73419740,x,72,72,KG,463,EUR,2023-03-29,2023-04-04,2023-04-04,2023-04-10,2023-04-10, ,x,78847324,41145399,1005143,1,7225947,1
DE10,541746,3,86457056,MPLF,53847241,x,70,70,PCS,159,EUR,2023-03-29,2023-04-05,2023-04-05,2023-04-10,2023-04-13, ,x,78847324,41145399,1005156,1,5001779,1
DE10,298279,2,11159536,TPM1,30003467,,7,7,PCS,1,EUR,2023-03-29,2023-03-30,2023-03-31,2023-04-07,2023-04-14, ,x,22853503,13748089,1005198,1,6265413,1
DE10,440201,1,19816724,COLA,32952574,x,12,12,PCS,521,EUR,2023-03-31,2023-04-05,2023-04-05,2023-04-11,2023-04-11, ,x,68930260,70002506,1005164,1,7929234,1
DE10,440201,4,88797376,MPLF,50759436,x,3,3,PCS,6,EUR,2023-03-30,2023-04-06,2023-04-06,2023-04-13,2023-04-13, ,x,68930260,70002506,1005211,1,7653293,1
DE10,204546,1,29156488,ZELA,50759436,x,31,31,PCS,374,EUR,2023-03-31,2023-04-07,2023-04-07,2023-04-13,2023-04-13, ,x,91999822,28731487,1005177,2,7653293,2
DE10,589861,4,15353960,TPM1,30002348,,34,34,PCS,2,EUR,2023-03-27,2023-03-28,2023-03-29,2023-04-04,2023-04-04, ,x,44702373,51723487,1005121,2,7737594,2
DE10,204546,2,26709208,ZELA,41420829,x,64,64,KG,229,EUR,2023-03-31,2023-04-07,2023-04-07,2023-04-13,2023-04-13, ,x,91999822,28731487,1005211,2,8405763,1
US10,121409,1,25150904,COLA,32519746,x,30,30,PCS,976,EUR,2023-03-30,2023-04-05,2023-04-05,2023-04-10,2023-04-10, ,x,34037891,75008634,1005118,2,8223447,1
US10,316266,4,13405872,TPM1,30003467,,48,48,PCS,3,EUR,2023-03-28,2023-03-29,2023-03-29,2023-04-04,2023-04-04, ,x,20704567,48760690,1005139,2,7184610,2
IN10,147864,3,13405872,TPM1,30003467,,74,74,PCS,3,EUR,2023-03-31,2023-03-28,2023-03-28,2023-04-04,2023-04-04, ,x,48250236,54041906,1005125,1,5973467,1
US10,316266,2,62792440,UDF3,43088822,x,75,75,PCS,124,EUR,2023-03-29,2023-04-05,2023-04-12,2023-04-18,2023-04-18, ,x,20704567,48760690,1005136,2,6069835,1
US10,316266,1,10615744,TPM1,30003467,,62,62,PCS,5,EUR,2023-03-28,2023-03-29,2023-03-29,2023-04-04,2023-04-04, ,x,20704567,48760690,1005119,2,7184610,1
US10,840245,4,26709208,ZELA,41420829,x,62,62,KG,229,EUR,2023-03-28,,,,,x,x,80969552,95329307,1005154,3,,
US10,840245,1,19816724,COLA,32952574,x,42,42,PCS,521,EUR,,,,,, ,x,80969552,95329307,1005112,1,,
US10,824055,8,82809960,ZUFN,74997556,x,25,25,L,435,EUR,2023-03-27,2023-03-28,2023-03-28,2023-03-30,2023-03-30, ,x,77639249,45837989,1005061,3,7286495,1
US10,824055,6,88797376,MPLF,50759436,x,85,85,PCS,6,EUR,2023-03-27,2023-04-03,2023-04-03,2023-04-10,2023-04-10, ,x,77639249,45837989,1005149,1,7667378,1
US10,824055,3,15353960,TPM1,30002348,,57,57,PCS,2,EUR,2023-03-27,2023-03-28,2023-03-29,2023-04-04,2023-04-04, ,x,77639249,45837989,1005128,1,7423649,1
US10,121409,2,97625203,MPLF,38334498,x,64,64,KG,554,EUR,2023-03-30,2023-04-04,2023-04-04,2023-04-10,2023-04-10, ,x,34037891,75008634,1005119,1,7529547,1
US10,719488,5,13505536,TPM1,30003467,,20,20,PCS,7,EUR,2023-03-30,2023-03-31,2023-03-31,2023-04-07,2023-04-14, ,x,32264792,28169736,1005180,2,7184610,3
DE10,589861,3,19474160,COLA,48114031,x,38,38,KG,986,EUR,2023-03-28,2023-04-04,2023-04-04,2023-04-07,2023-04-07, ,x,44702373,51723487,1005121,1,7044535,1
IN10,955365,4,29156488,ZELA,50759436,x,93,93,PCS,374,EUR,2023-03-28,2023-03-31,2023-03-31,2023-04-07,2023-04-07, ,x,31380085,66118598,1005125,2,6865281,1
