WERKS,BELNR,BUZEI,MATNR,MATKL,MENGE,MEINS,NETPR,PEINH,EBELN,EBELP
DE10,8535741,1,88797376,MPLF,79,PCS,6,EUR,902495,1
US10,9184190,2,98151444,MPLF,37,PCS,916,EUR,898819,1
CN10,6809660,1,24242928,COLA,94,KG,321,EUR,313395,1
JP11,6798467,1,11159536,TPM1,37,PCS,1,EUR,813142,2
JP11,4967754,2,17231232,TPM1,55,PCS,5,EUR,687817,2
JP11,7317467,1,37238104,EDSA,62,PCS,320,EUR,724843,1
CN10,7309457,1,19297648,TPM1,35,PCS,2,EUR,206130,1
JP11,7359730,1,98151444,MPLF,11,PCS,916,EUR,168046,1
JP11,7166794,1,18608880,TPM1,83,PCS,1,EUR,473481,1
JP11,6835320,1,88797376,MPLF,67,PCS,6,EUR,217664,1
DE10,6734787,1,21595928,COLA,99,PCS,83,EUR,457260,2
DE10,6734787,2,28348643,ZELA,60,PCS,684,EUR,457260,3
IN10,5634005,1,24242928,COLA,23,KG,321,EUR,809887,3
IN10,7897030,1,44074088,EDSA,44,PCS,52,EUR,809887,2
BR10,7439063,1,97625203,MPLF,72,KG,554,EUR,860964,1
IN10,6892472,1,62792440,UDF3,86,PCS,124,EUR,326459,1
DE10,8522723,1,32069368,ZELA,44,PCS,428,EUR,593204,1
DE10,8731003,1,90455123,MPLF,18,PCS,437,EUR,593204,2
IN10,6239550,1,19297648,TPM1,80,PCS,2,EUR,856547,2
IN10,9309493,1,13405872,TPM1,34,PCS,3,EUR,856547,1
DE10,6734787,3,86834912,MPLF,53,PCS,381,EUR,162862,1
DE10,8565754,3,19297648,TPM1,49,PCS,2,EUR,793602,1
DE10,8565754,2,15353960,TPM1,8,PCS,2,EUR,920239,1
IN10,8686191,1,98147568,MPLF,94,L,996,EUR,625892,2
DE10,8565754,1,16177764,TPM1,90,KG,4,EUR,162862,2
US10,5867297,1,88346328,MPLF,31,KG,618,EUR,987797,1
US10,5268015,2,11159536,TPM1,54,PCS,1,EUR,270237,4
US10,5724655,1,88903632,MPLF,62,PCS,880,EUR,270237,3
US10,5984352,1,83863032,ZUFN,76,G,263,EUR,270237,2
US10,5268015,1,13505536,TPM1,97,PCS,7,EUR,270237,1
CN10,8142041,1,88797376,MPLF,82,PCS,6,EUR,593285,1
DE10,6734787,4,86834912,MPLF,25,PCS,381,EUR,162862,3
CN10,7674202,1,54836888,PYTF,43,PCS,389,EUR,593285,2
CN10,7132097,1,13505536,TPM1,79,PCS,7,EUR,511342,3
CN10,7404290,2,35470001,EDSA,33,KG,235,EUR,511342,4
CN10,7404290,3,88903632,MPLF,33,PCS,880,EUR,668141,1
US10,6820333,1,62792440,UDF3,67,PCS,124,EUR,415591,1
US10,5268015,4,10615744,TPM1,9,PCS,5,EUR,650490,1
US10,5984352,2,83863032,ZUFN,56,G,263,EUR,650490,2
CN10,5677740,1,18608880,TPM1,8,PCS,1,EUR,511342,2
US10,5867297,2,88346328,MPLF,66,KG,618,EUR,244451,2
JP11,6641934,1,49991456,PYTF,14,PCS,733,EUR,686030,1
JP11,7489904,1,88903632,MPLF,9,PCS,880,EUR,465725,1
JP11,7082077,1,19297648,TPM1,9,PCS,2,EUR,476177,1
US10,4980217,1,82207928,ZUFN,85,KG,441,EUR,512027,1
DE10,5959430,1,75990376,ZUFN,75,PCS,499,EUR,649863,1
DE10,8460177,1,97625203,MPLF,63,KG,554,EUR,353657,1
DE10,8889152,1,43678400,EDSA,68,PCS,115,EUR,602564,1
DE10,7902266,2,15353960,TPM1,39,PCS,2,EUR,602564,2
JP11,6942114,2,47767912,PYTF,15,PCS,915,EUR,772602,1
DE10,5804138,1,88903632,MPLF,52,PCS,880,EUR,986368,2
DE10,9402354,1,26230416,ZELA,29,PCS,190,EUR,986368,3
DE10,7902266,3,18608880,TPM1,64,PCS,1,EUR,986368,4
CN10,9097416,2,89034752,MPLF,19,PCS,726,EUR,705595,1
CN10,9097416,1,82809960,ZUFN,55,L,435,EUR,523418,1
CN10,9251673,1,28348643,ZELA,67,PCS,684,EUR,978177,1
DE10,7902266,1,15353960,TPM1,50,PCS,2,EUR,793602,2
JP11,7082077,2,17231232,TPM1,92,PCS,5,EUR,772602,2
JP11,5081631,1,26230416,ZELA,3,PCS,190,EUR,186815,1
US10,6923252,1,18608880,TPM1,9,PCS,1,EUR,357260,1
US10,7588683,2,13405872,TPM1,35,PCS,3,EUR,357260,2
US10,7588683,3,11788404,TPM1,24,PCS,6,EUR,931637,1
US10,7588683,4,13505536,TPM1,66,PCS,7,EUR,931637,2
US10,6923252,2,15353960,TPM1,39,PCS,2,EUR,944336,1
IN10,6088455,1,85602600,ZUFN,44,L,361,EUR,998163,1
IN10,9127216,1,58774200,UDF3,75,KG,934,EUR,982363,1
BR10,9674200,1,26230416,ZELA,33,PCS,198,EUR,374968,2
JP11,5016587,1,84480424,ZUFN,36,G,136,EUR,772602,3
BR10,7301300,1,87079640,MPLF,15,KG,332,EUR,628823,1
IN10,8969541,1,11788404,TPM1,28,PCS,6,EUR,557281,1
IN10,7191864,1,86457056,MPLF,28,PCS,152,EUR,632559,1
BR10,6356733,1,17231232,TPM1,35,PCS,5,EUR,263042,1
JP11,8590759,1,11788404,TPM1,68,PCS,6,EUR,186815,2
US10,7588683,1,10615744,TPM1,89,PCS,5,EUR,512027,2
IN10,9109390,1,25398208,COLA,32,PCS,504,EUR,940879,4
CN10,9082007,1,68338888,UDF3,90,PCS,167,EUR,651138,1
CN10,6647166,1,93159896,MPLF,49,PCS,160,EUR,519075,1
IN10,5705141,1,44401842,EDSA,87,PCS,207,EUR,137885,3
IN10,5689844,1,75990376,ZUFN,93,PCS,481,EUR,137885,2
IN10,5773700,1,29156488,ZELA,62,PCS,385,EUR,137885,1
JP11,7764269,4,13505536,TPM1,49,PCS,7,EUR,312930,2
JP11,5494044,2,18608880,TPM1,62,PCS,1,EUR,312930,1
JP11,7325696,1,78949416,ZUFN,97,PCS,991,EUR,731354,3
JP11,7764269,3,10615744,TPM1,88,PCS,5,EUR,731354,2
JP11,7764269,1,13505536,TPM1,57,PCS,7,EUR,308166,2
JP11,5494044,1,15353960,TPM1,49,PCS,2,EUR,308166,1
CN10,7538801,1,11159536,TPM1,88,PCS,1,EUR,662520,1
IN10,9322997,2,13505536,TPM1,49,PCS,7,EUR,940879,5
CN10,7538801,2,13505536,TPM1,66,PCS,7,EUR,662520,2
IN10,6456513,3,19297648,TPM1,55,PCS,2,EUR,940879,3
IN10,5705141,2,48248768,PYTF,99,PCS,693,EUR,940879,2
IN10,6767407,1,78949416,ZUFN,88,PCS,991,EUR,940879,1
IN10,5705141,4,89034752,MPLF,77,PCS,726,EUR,972274,4
CN10,5769102,1,90455123,MPLF,85,PCS,437,EUR,662520,3
IN10,6456513,1,15353960,TPM1,61,PCS,2,EUR,311727,1
CN10,6177282,1,64963528,UDF3,17,KG,737,EUR,821852,5
JP11,5587000,1,98147568,MPLF,40,L,996,EUR,664915,1
JP11,5494044,3,18608880,TPM1,21,PCS,1,EUR,458956,1
IN10,9322997,1,11159536,TPM1,42,PCS,1,EUR,137885,4
CN10,7902746,1,84480424,ZUFN,47,G,141,EUR,665453,1
CN10,8705769,1,25235624,COLA,41,L,645,EUR,821852,2
JP11,7764269,2,13505536,TPM1,37,PCS,7,EUR,731354,1
CN10,5329864,1,82207928,ZUFN,62,KG,441,EUR,821852,1
US10,6520406,1,15353960,TPM1,10,PCS,2,EUR,623626,1
US10,7052427,1,56389144,UDF3,17,PCS,119,EUR,782855,1
BR10,9172678,1,19816724,COLA,28,PCS,521,EUR,563416,1
BR10,8566596,1,16177764,TPM1,59,KG,4,EUR,563416,2
BR10,8566596,2,17231232,TPM1,49,PCS,5,EUR,136597,1
US10,6759765,1,11788404,TPM1,36,PCS,6,EUR,280202,2
BR10,6808369,1,19474160,COLA,73,KG,986,EUR,136597,2
DE10,8426927,2,36128224,EDSA,68,PCS,711,EUR,179156,1
BR10,8444902,1,85602600,ZUFN,71,L,361,EUR,607084,1
DE10,8010813,1,11788404,TPM1,5,PCS,6,EUR,986368,1
DE10,9015376,1,48075088,PYTF,55,KG,353,EUR,561194,1
DE10,8956813,1,97625203,MPLF,41,KG,554,EUR,561194,2
DE10,8426927,1,24567712,COLA,24,PCS,689,EUR,616969,1
DE10,8010813,2,13505536,TPM1,64,PCS,7,EUR,817316,1
DE10,6172630,1,79697072,ZUFN,55,PCS,710,EUR,814265,3
CN10,9149515,3,11159536,TPM1,69,PCS,1,EUR,317753,3
JP11,6776263,3,11788404,TPM1,62,PCS,6,EUR,226311,3
JP11,6312593,1,48705128,PYTF,48,KG,799,EUR,226311,2
JP11,6776263,2,10615744,TPM1,4,PCS,5,EUR,784404,2
BR10,6469721,1,18608880,TPM1,68,PCS,1,EUR,545747,1
CN10,6403305,1,25398208,COLA,98,PCS,504,EUR,659683,2
CN10,6869926,1,24242928,COLA,76,KG,321,EUR,821852,6
US10,5073258,1,82207928,ZUFN,14,KG,441,EUR,782855,2
US10,5797066,1,56831936,UDF3,69,G,964,EUR,782855,3
JP11,9218362,1,36128224,EDSA,6,PCS,711,EUR,737975,1
JP11,6776263,1,11788404,TPM1,24,PCS,6,EUR,737975,2
IN10,6100418,2,11788404,TPM1,22,PCS,6,EUR,150040,1
IN10,6100418,1,13505536,TPM1,15,PCS,7,EUR,247174,3
IN10,5362425,1,19816724,COLA,99,PCS,518,EUR,247174,2
IN10,5086317,2,22818912,COLA,33,KG,636,EUR,247174,1
IN10,8611664,1,28440760,ZELA,48,PCS,603,EUR,229607,2
IN10,8837446,1,25235624,COLA,14,L,640,EUR,229607,1
IN10,8655831,1,17231232,TPM1,27,PCS,5,EUR,972274,3
US10,7508406,4,11159536,TPM1,34,PCS,1,EUR,370684,1
US10,7508406,3,13505536,TPM1,93,PCS,7,EUR,540104,3
US10,7508406,2,13405872,TPM1,97,PCS,3,EUR,540104,1
US10,7508406,1,11788404,TPM1,8,PCS,6,EUR,542498,3
US10,9299332,1,18608880,TPM1,16,PCS,1,EUR,542498,2
US10,8185543,1,86457056,MPLF,58,PCS,159,EUR,280202,1
JP11,7008411,1,88346328,MPLF,69,KG,622,EUR,784404,1
DE10,4937279,1,15353960,TPM1,50,PCS,2,EUR,388069,1
DE10,6073110,1,32069368,ZELA,88,PCS,428,EUR,814265,2
CN10,8603575,1,15353960,TPM1,41,PCS,2,EUR,821852,4
CN10,9149515,1,11788404,TPM1,6,PCS,6,EUR,821852,3
DE10,5906420,1,98147568,MPLF,65,L,996,EUR,814265,1
CN10,9149515,6,11788404,TPM1,32,PCS,6,EUR,913957,3
CN10,9149515,5,10615744,TPM1,29,PCS,5,EUR,913957,1
CN10,9149515,4,11788404,TPM1,55,PCS,6,EUR,659683,4
CN10,8603575,2,17231232,TPM1,81,PCS,5,EUR,659683,3
CN10,9708871,1,54753968,PYTF,12,PCS,13,EUR,557960,1
DE10,6073110,2,43678400,EDSA,28,PCS,115,EUR,142648,1
DE10,7301376,1,10615744,TPM1,35,PCS,5,EUR,814265,4
IN10,8347552,1,11159536,TPM1,24,PCS,1,EUR,451835,1
CN10,6143969,1,19474160,COLA,80,KG,986,EUR,399697,1
JP11,5478295,3,13505536,TPM1,66,PCS,7,EUR,686133,1
US10,5713754,1,93159896,MPLF,6,PCS,159,EUR,520669,1
DE10,9390579,2,16177764,TPM1,77,KG,4,EUR,228372,2
US10,5713754,2,25150904,COLA,14,PCS,976,EUR,520669,2
US10,5379252,1,13505536,TPM1,36,PCS,7,EUR,540104,2
DE10,7908541,1,13505536,TPM1,31,PCS,7,EUR,317245,1
JP11,8497783,1,93159896,MPLF,77,PCS,159,EUR,686133,2
US10,5379252,2,11159536,TPM1,86,PCS,1,EUR,370684,2
JP11,9598559,2,19474160,COLA,40,KG,986,EUR,458402,1
JP11,7989903,2,88903632,MPLF,80,PCS,880,EUR,458402,2
US10,7165755,1,17231232,TPM1,92,PCS,5,EUR,370684,3
JP11,8344489,1,75227320,UDF3,55,PCS,594,EUR,458402,5
US10,8594942,1,25235624,COLA,82,L,640,EUR,520669,3
US10,6261883,1,45841032,EDSA,15,PCS,603,EUR,215231,1
DE10,8897757,1,53640144,PYTF,89,PCS,488,EUR,317245,2
DE10,9390579,1,19297648,TPM1,13,PCS,2,EUR,610845,1
DE10,8617611,1,75227320,UDF3,37,PCS,594,EUR,902357,2
DE10,9390579,3,16177764,TPM1,41,KG,4,EUR,726060,1
JP11,6225968,1,75990376,ZUFN,9,PCS,499,EUR,211524,1
JP11,7989903,1,24567712,COLA,63,PCS,689,EUR,642143,1
JP11,5478295,1,10615744,TPM1,90,PCS,5,EUR,216439,2
JP11,8956914,1,15353960,TPM1,88,PCS,2,EUR,216439,1
DE10,7908541,2,13405872,TPM1,66,PCS,3,EUR,902357,1
DE10,7908541,3,13505536,TPM1,7,PCS,7,EUR,726060,2
IN10,9580594,1,16177764,TPM1,96,KG,4,EUR,116404,2
JP11,8745727,1,49790248,PYTF,31,PCS,700,EUR,226311,1
DE10,9390579,4,18608880,TPM1,77,PCS,1,EUR,726060,4
BR10,7895697,1,93159896,MPLF,27,PCS,158,EUR,332198,2
BR10,7673032,1,88797376,MPLF,54,PCS,6,EUR,332198,1
DE10,7908541,4,11788404,TPM1,43,PCS,6,EUR,697868,2
JP11,6138922,1,85602600,ZUFN,76,L,361,EUR,110109,1
JP11,8956914,3,16177764,TPM1,83,KG,4,EUR,380612,2
JP11,8956914,4,17231232,TPM1,81,PCS,5,EUR,380612,3
US10,8826308,3,13505536,TPM1,53,PCS,7,EUR,714806,3
US10,8826308,1,11159536,TPM1,58,PCS,1,EUR,714806,1
US10,8826308,4,13405872,TPM1,54,PCS,3,EUR,411016,1
US10,8826308,2,11788404,TPM1,59,PCS,6,EUR,714806,2
US10,8226843,1,86834912,MPLF,18,PCS,381,EUR,348828,1
JP11,5025370,2,10615744,TPM1,15,PCS,5,EUR,621771,1
JP11,6481458,1,82809960,ZUFN,40,L,435,EUR,458402,7
JP11,9718899,1,77128608,ZUFN,75,PCS,624,EUR,458402,6
JP11,5025370,1,10615744,TPM1,84,PCS,5,EUR,686133,3
JP11,8692174,1,35470001,EDSA,73,KG,229,EUR,110109,2
DE10,6029593,2,17231232,TPM1,73,PCS,5,EUR,697868,4
JP11,7930921,1,76304544,ZUFN,46,PCS,692,EUR,624580,1
US10,8826308,5,13505536,TPM1,10,PCS,7,EUR,212381,2
DE10,5692965,2,13405872,TPM1,16,PCS,3,EUR,697868,5
DE10,6698866,1,19474160,COLA,38,KG,986,EUR,726060,3
CN10,8059969,1,78949416,ZUFN,95,PCS,991,EUR,231867,3
CN10,9659179,2,16177764,TPM1,66,KG,4,EUR,231867,2
CN10,8004421,1,10615744,TPM1,30,PCS,5,EUR,231867,1
CN10,6436755,1,88797376,MPLF,20,PCS,6,EUR,984336,1
CN10,6875599,1,24567712,COLA,51,PCS,689,EUR,763039,1
DE10,6029593,1,15353960,TPM1,8,PCS,2,EUR,697868,3
DE10,6631593,1,28348643,ZELA,3,PCS,684,EUR,697868,1
US10,8190444,1,78949416,ZUFN,34,PCS,991,EUR,122032,1
DE10,5692965,1,10615744,TPM1,72,PCS,5,EUR,228372,1
DE10,7108844,1,47961168,PYTF,96,PCS,555,EUR,762935,1
DE10,5692965,4,13505536,TPM1,19,PCS,7,EUR,962080,1
DE10,8379737,1,89034752,MPLF,12,PCS,726,EUR,604281,3
DE10,8242351,1,88797376,MPLF,84,PCS,6,EUR,604281,2
DE10,5692965,3,13405872,TPM1,34,PCS,3,EUR,604281,1
IN10,5761517,2,13505536,TPM1,38,PCS,7,EUR,904195,2
IN10,8788755,4,17231232,TPM1,23,PCS,5,EUR,904195,1
IN10,8788755,3,16177764,TPM1,61,KG,4,EUR,952427,1
IN10,5761517,1,11788404,TPM1,80,PCS,6,EUR,410228,1
JP11,5251215,1,18608880,TPM1,64,PCS,1,EUR,382040,2
BR10,9433160,1,98151444,MPLF,89,PCS,916,EUR,511049,1
BR10,6164736,1,89034752,MPLF,81,PCS,726,EUR,454012,1
BR10,8685208,1,93159896,MPLF,96,PCS,159,EUR,454012,2
DE10,9292314,1,97625203,MPLF,47,KG,554,EUR,693782,1
IN10,8788755,1,17231232,TPM1,53,PCS,5,EUR,116404,1
JP11,5637014,1,88797376,MPLF,7,PCS,6,EUR,696996,1
CN10,5885651,2,25235624,COLA,92,L,640,EUR,948576,2
US10,7899228,1,18608880,TPM1,31,PCS,1,EUR,212381,1
US10,8446522,2,11788404,TPM1,13,PCS,6,EUR,691775,1
US10,6053179,2,28348643,ZELA,37,PCS,684,EUR,398818,4
US10,7899228,2,16177764,TPM1,38,KG,4,EUR,398818,3
US10,6053179,1,98151444,MPLF,99,PCS,916,EUR,398818,2
US10,7483954,1,75904608,ZUFN,7,PCS,544,EUR,398818,1
US10,7289588,1,75603272,ZUFN,78,PCS,320,EUR,125437,2
US10,8446522,1,11159536,TPM1,40,PCS,1,EUR,125437,1
CN10,5885651,1,88903632,MPLF,46,PCS,880,EUR,948576,1
JP11,9290174,1,26857600,ZELA,49,PCS,453,EUR,996219,1
IN10,5442714,1,22818912,COLA,90,KG,636,EUR,924664,1
JP11,5858833,2,11788404,TPM1,77,PCS,6,EUR,654271,2
IN10,5545610,2,24567712,COLA,2,PCS,671,EUR,689804,3
IN10,7436734,3,15353960,TPM1,23,PCS,2,EUR,689804,2
IN10,5565016,1,98147568,MPLF,93,L,996,EUR,306267,1
IN10,7436734,2,16177764,TPM1,69,KG,4,EUR,874416,4
IN10,5160598,3,11788404,TPM1,71,PCS,6,EUR,874416,3
IN10,7436734,1,18608880,TPM1,62,PCS,1,EUR,874416,2
IN10,5160598,2,10615744,TPM1,52,PCS,5,EUR,874416,1
JP11,5858833,1,11159536,TPM1,18,PCS,1,EUR,654271,1
BR10,8213378,1,78949416,ZUFN,82,PCS,991,EUR,454012,4
IN10,9611901,1,58890322,UDF3,2,PCS,813,EUR,689804,4
BR10,7413885,1,16177764,TPM1,6,KG,4,EUR,216553,1
BR10,7834228,1,87079640,MPLF,50,KG,332,EUR,176946,2
DE10,6590951,1,25398208,COLA,50,PCS,504,EUR,450461,1
DE10,5762357,2,16177764,TPM1,56,KG,4,EUR,408121,4
DE10,7945895,2,13405872,TPM1,51,PCS,3,EUR,408121,3
DE10,7562780,1,89034752,MPLF,46,PCS,726,EUR,408121,2
DE10,7519009,2,19816724,COLA,14,PCS,521,EUR,408121,1
DE10,5762357,1,17231232,TPM1,84,PCS,5,EUR,666046,3
DE10,6369120,1,51088568,PYTF,71,PCS,234,EUR,666046,2
DE10,7945895,1,11159536,TPM1,5,PCS,1,EUR,666046,1
DE10,5527388,1,22818912,COLA,66,KG,636,EUR,655352,3
DE10,7519009,1,19816724,COLA,60,PCS,521,EUR,655352,2
DE10,6221137,1,86457056,MPLF,51,PCS,159,EUR,655352,1
BR10,9738392,1,86662444,MPLF,85,KG,447,EUR,176946,1
CN10,9076876,2,10615744,TPM1,69,PCS,5,EUR,783791,1
BR10,7061669,1,11159536,TPM1,75,PCS,1,EUR,454012,3
IN10,5160598,4,11788404,TPM1,19,PCS,6,EUR,404680,2
CN10,9238747,1,90455123,MPLF,94,PCS,437,EUR,228108,1
JP11,7978595,1,83863032,ZUFN,58,G,253,EUR,295590,1
CN10,9519007,1,75603272,ZUFN,90,PCS,320,EUR,180865,1
JP11,9720998,1,75990376,ZUFN,61,PCS,499,EUR,449881,1
JP11,6815355,1,18608880,TPM1,13,PCS,1,EUR,654271,3
JP11,5008886,1,98147568,MPLF,47,L,996,EUR,449881,2
JP11,6630297,1,19474160,COLA,42,KG,986,EUR,449881,3
US10,5993398,4,11159536,TPM1,43,PCS,1,EUR,346954,3
CN10,7075804,1,75227320,UDF3,71,PCS,576,EUR,771348,2
CN10,7201644,1,50862632,PYTF,23,PCS,870,EUR,771348,3
DE10,9110673,2,32071024,ZELA,62,KG,737,EUR,259078,3
DE10,7637623,1,78949416,ZUFN,27,PCS,991,EUR,818750,2
JP11,9315461,1,90455123,MPLF,70,PCS,437,EUR,648683,1
US10,6313771,1,17231232,TPM1,55,PCS,5,EUR,350779,1
JP11,5777087,1,18608880,TPM1,32,PCS,1,EUR,144751,3
JP11,6979860,1,28440760,ZELA,86,PCS,603,EUR,144751,2
JP11,6933715,1,10615744,TPM1,28,PCS,5,EUR,144751,1
JP11,7962056,1,19816724,COLA,88,PCS,520,EUR,562214,2
JP11,5167095,1,19474160,COLA,40,KG,986,EUR,562214,1
DE10,9110673,1,32071024,ZELA,80,KG,737,EUR,818750,1
US10,6353173,1,53640144,PYTF,2,PCS,488,EUR,412440,4
US10,6216421,1,86662444,MPLF,88,KG,447,EUR,412440,2
IN10,5016518,3,98147568,MPLF,23,L,955,EUR,104260,2
IN10,9537714,1,19297648,TPM1,83,PCS,2,EUR,696319,1
CN10,7494615,3,11788404,TPM1,36,PCS,6,EUR,613445,3
CN10,9651778,1,37141432,EDSA,49,PCS,474,EUR,613445,1
CN10,9611296,1,29156488,ZELA,57,PCS,374,EUR,415813,2
CN10,7494615,2,10615744,TPM1,10,PCS,5,EUR,415813,1
CN10,7494615,1,10615744,TPM1,71,PCS,5,EUR,835234,1
CN10,9250928,1,19297648,TPM1,53,PCS,2,EUR,428696,1
US10,5993398,3,13405872,TPM1,70,PCS,3,EUR,412440,3
JP11,5777087,2,19297648,TPM1,51,PCS,2,EUR,532808,2
JP11,9315461,2,90455123,MPLF,60,PCS,437,EUR,532808,1
US10,6128962,1,25150904,COLA,39,PCS,976,EUR,719444,1
US10,5993398,1,11788404,TPM1,38,PCS,6,EUR,719444,2
US10,5993398,2,13405872,TPM1,76,PCS,3,EUR,412440,1
BR10,6581400,1,24242928,COLA,72,KG,321,EUR,396678,1
CN10,5723916,1,89034752,MPLF,45,PCS,726,EUR,653119,2
CN10,6843623,1,15353960,TPM1,6,PCS,2,EUR,653119,1
CN10,7310211,1,13405872,TPM1,70,PCS,3,EUR,966655,3
CN10,7329237,1,26709208,ZELA,86,KG,229,EUR,613445,2
CN10,6354423,1,98151444,MPLF,21,PCS,916,EUR,966655,1
CN10,8888693,1,83863032,ZUFN,6,G,263,EUR,771348,1
IN10,9150821,1,15353960,TPM1,51,PCS,2,EUR,850524,2
IN10,9150821,3,17231232,TPM1,64,PCS,5,EUR,395954,3
DE10,6802902,1,20667944,COLA,9,KG,463,EUR,259078,1
DE10,9367709,1,13505536,TPM1,62,PCS,7,EUR,259078,2
DE10,8030126,1,69579592,UDF3,24,L,124,EUR,539793,1
DE10,6332876,1,98151444,MPLF,93,PCS,916,EUR,851688,1
DE10,9367709,2,11159536,TPM1,38,PCS,1,EUR,974929,1
CN10,7310211,2,13505536,TPM1,56,PCS,7,EUR,723223,2
BR10,9539494,1,15353960,TPM1,68,PCS,2,EUR,918269,1
BR10,8318278,1,50191792,PYTF,2,KG,545,EUR,114150,1
BR10,8205768,2,13405872,TPM1,61,PCS,3,EUR,171601,2
IN10,7748168,1,45162744,EDSA,71,PCS,520,EUR,696319,2
IN10,6422355,1,48075088,PYTF,81,KG,353,EUR,614959,1
IN10,5694405,1,98147568,MPLF,73,L,1011,EUR,850524,1
IN10,5337818,1,28348643,ZELA,26,PCS,684,EUR,503945,1
IN10,5195673,1,35470001,EDSA,65,KG,235,EUR,665714,1
IN10,9150821,2,17231232,TPM1,24,PCS,5,EUR,665714,2
IN10,8329061,1,82809960,ZUFN,40,L,435,EUR,409261,1
BR10,8205768,1,11159536,TPM1,93,PCS,1,EUR,171601,1
US10,5429465,1,88346328,MPLF,39,KG,618,EUR,631930,2
JP11,7978373,1,11159536,TPM1,17,PCS,1,EUR,341142,1
US10,6870291,1,37141432,EDSA,99,PCS,474,EUR,631930,1
US10,8241064,1,86457056,MPLF,69,PCS,159,EUR,586021,1
US10,6930322,1,82207928,ZUFN,52,KG,441,EUR,631930,5
US10,9736947,1,10615744,TPM1,91,PCS,5,EUR,631930,4
US10,9044520,1,88903632,MPLF,54,PCS,880,EUR,346954,2
US10,9348834,1,18608880,TPM1,67,PCS,1,EUR,346954,1
US10,5823609,1,93159896,MPLF,10,PCS,159,EUR,802476,1
US10,5174794,1,87079640,MPLF,81,KG,332,EUR,586021,2
CN10,6811926,2,24242928,COLA,44,KG,321,EUR,276409,3
CN10,5608272,1,89034752,MPLF,43,PCS,726,EUR,900134,1
CN10,6351609,3,13505536,TPM1,42,PCS,7,EUR,458372,1
CN10,6351609,4,13505536,TPM1,72,PCS,7,EUR,458372,3
BR10,8707299,1,98147568,MPLF,86,L,996,EUR,325979,1
CN10,6351609,5,13405872,TPM1,91,PCS,3,EUR,176118,1
BR10,9054251,1,48248768,PYTF,19,PCS,693,EUR,817102,1
IN10,6982956,1,13405872,TPM1,10,PCS,3,EUR,626040,1
BR10,5972447,1,48705128,PYTF,89,KG,799,EUR,235174,1
IN10,7814311,1,83863032,ZUFN,48,G,263,EUR,395954,1
BR10,5117244,2,16177764,TPM1,78,KG,4,EUR,814456,3
IN10,7865138,2,32003616,ZELA,81,L,231,EUR,499604,1
IN10,6982956,2,13505536,TPM1,22,PCS,7,EUR,499604,2
IN10,6703961,1,90455123,MPLF,14,PCS,437,EUR,338632,1
JP11,5592796,1,13405872,TPM1,88,PCS,3,EUR,248016,2
BR10,5117244,1,15353960,TPM1,81,PCS,2,EUR,814456,2
BR10,5117244,3,19297648,TPM1,32,PCS,2,EUR,651723,1
US10,8191330,1,10615744,TPM1,54,PCS,5,EUR,120071,1
DE10,5970558,1,83863032,ZUFN,85,G,263,EUR,872003,2
BR10,6530290,1,25398208,COLA,82,PCS,504,EUR,814456,1
CN10,6351609,2,11159536,TPM1,26,PCS,1,EUR,220581,5
CN10,9184152,2,18608880,TPM1,86,PCS,1,EUR,220581,2
DE10,7532267,1,47961168,PYTF,19,PCS,555,EUR,872003,4
DE10,8108091,1,98147568,MPLF,73,L,996,EUR,810640,1
DE10,8136247,2,16177764,TPM1,44,KG,4,EUR,911116,1
DE10,8136247,3,15353960,TPM1,34,PCS,2,EUR,911116,2
US10,7980197,1,24242928,COLA,89,KG,321,EUR,719633,1
DE10,8136247,1,18608880,TPM1,24,PCS,1,EUR,872003,3
CN10,8035274,1,26857600,ZELA,33,PCS,437,EUR,276409,2
DE10,5811072,1,22818912,COLA,82,KG,636,EUR,622853,2
CN10,6811926,1,67221888,UDF3,14,KG,197,EUR,276409,1
DE10,9141766,1,19474160,COLA,8,KG,986,EUR,437038,1
DE10,6037118,1,11788404,TPM1,37,PCS,6,EUR,872003,1
US10,8755881,1,20667944,COLA,35,KG,471,EUR,835426,1
IN10,8627834,2,10615744,TPM1,58,PCS,5,EUR,662742,3
DE10,6064913,1,88797376,MPLF,5,PCS,6,EUR,880881,1
CN10,6263569,1,15353960,TPM1,88,PCS,2,EUR,878655,1
CN10,7135665,1,78949416,ZUFN,67,PCS,991,EUR,878655,2
DE10,7667232,2,93159896,MPLF,88,PCS,159,EUR,383587,5
CN10,5377488,1,58774200,UDF3,16,KG,928,EUR,878655,3
JP11,9564435,1,98151444,MPLF,72,PCS,916,EUR,965707,1
IN10,9003618,1,28348643,ZELA,40,PCS,684,EUR,779717,1
DE10,6267014,1,19474160,COLA,87,KG,986,EUR,756316,1
DE10,5045363,1,58890322,UDF3,62,PCS,813,EUR,622853,1
DE10,8690199,1,10615744,TPM1,70,PCS,5,EUR,622853,3
DE10,8861497,1,51088568,PYTF,25,PCS,234,EUR,383587,1
DE10,5045363,2,58774200,UDF3,31,KG,934,EUR,383587,2
DE10,7667232,1,32071024,ZELA,27,KG,737,EUR,383587,3
DE10,7335046,1,24567712,COLA,18,PCS,689,EUR,383587,4
CN10,6218545,1,87079640,MPLF,40,KG,332,EUR,458372,2
IN10,9188681,1,19816724,COLA,24,PCS,521,EUR,662742,1
