EBELN,EBELP,UDATE,FIELD,VALUE
799084,1,2021-02-24,Q,2
799084,1,2021-03-01,Q,3
799361,3,2021-10-11,P,588
799361,4,2021-10-04,P,1
799928,1,2019-09-12,Q,5
800281,2,2019-09-23,P,877
800546,1,2022-05-12,P,966
800546,3,2022-05-09,Q,40
800546,4,2022-05-16,P,572
800671,1,,P,533
801027,1,2020-09-30,P,1004
801027,1,2020-10-02,P,969
801027,1,2020-10-09,Q,31
801027,1,2020-10-12,Q,33
801299,1,2021-12-27,P,919
801299,2,2021-12-27,Q,40
801299,2,,Q,43
801523,2,2020-06-17,Q,3
801528,1,2021-05-21,P,136
801528,3,2021-06-07,Q,18
801842,1,2020-02-13,P,1
801842,2,2020-02-25,P,376
801842,3,2020-02-17,P,193
802476,1,2019-05-20,P,154
802936,1,2019-09-13,Q,60
802936,2,2019-09-18,P,4
803220,4,2020-12-23,P,1
803534,1,,Q,26
803534,2,2020-10-08,Q,61
803534,2,2020-10-08,P,452
803534,3,2020-10-15,Q,4
803604,1,2021-01-13,Q,84
804159,1,2020-03-02,P,1
804159,1,2020-03-03,Q,98
804159,4,2020-03-02,Q,21
804606,1,2020-07-06,P,5
805194,1,2021-05-10,P,151
805247,1,2021-08-13,P,2
805339,1,2021-06-23,P,212
805420,3,2020-12-09,P,2
805687,1,2021-06-28,P,922
805984,2,2020-07-22,P,319
806000,3,2021-08-11,P,345
806000,4,2021-08-12,P,900
806024,3,2019-02-13,P,1004
806442,2,,P,712
806442,3,2021-06-17,P,434
806442,3,2021-07-02,P,429
806926,1,2019-12-18,P,2
806926,2,,Q,98
806926,2,,P,725
806926,2,,P,751
807199,1,,Q,23
807199,1,,P,1029
807628,1,2021-09-06,P,231
808488,4,2022-02-07,P,590
808552,1,2019-07-19,P,321
809310,1,2023-03-06,P,7
809620,1,2022-02-18,P,321
809653,2,2021-06-02,P,711
809887,2,2019-03-25,P,53
809948,1,2021-12-13,P,268
809948,2,2021-12-10,P,1
809948,2,2021-12-13,P,1
809948,3,2021-12-22,Q,68
810424,1,2022-09-26,P,4
810437,1,,Q,38
810437,4,2020-06-11,P,2
810544,1,2020-12-08,P,5
810544,2,2020-12-15,Q,25
811204,1,2022-12-26,Q,64
812500,1,2020-12-03,Q,83
813173,2,2020-05-25,Q,33
813173,3,2020-05-12,Q,62
813173,4,2020-05-25,Q,57
813387,1,2022-08-29,P,1
813387,2,,P,155
813387,2,,Q,57
813892,1,2021-10-27,P,652
813892,3,2021-10-25,Q,6
813892,3,2021-10-25,P,113
813892,3,2021-11-01,P,109
813910,1,,P,945
813910,2,2022-08-04,P,3
813910,2,2022-08-09,P,3
813910,3,2022-08-05,P,159
813910,3,2022-08-12,P,158
813910,3,2022-08-15,P,152
813910,4,2022-08-09,P,1
814265,3,2019-04-15,P,740
814370,1,2019-03-04,P,528
814456,2,2019-05-23,P,2
814456,3,2019-05-27,P,4
815427,2,2019-10-28,Q,43
815427,2,2019-10-28,P,612
815585,1,2021-12-15,Q,32
815585,2,,Q,44
815857,1,2020-09-07,P,81
815857,1,2020-09-08,P,79
816015,1,2020-12-10,Q,71
816015,2,2020-12-03,P,628
816015,2,2020-12-15,P,656
816015,3,2020-12-21,Q,7
816675,1,2020-10-01,P,613
816725,1,2022-12-29,P,613
816725,1,2023-01-04,Q,92
817102,4,2019-05-31,Q,93
817316,1,2019-04-03,P,7
817465,1,2022-02-11,P,2
817847,1,2021-11-05,Q,41
819440,1,2019-08-14,Q,1
819440,3,,P,962
819440,3,,P,943
820066,1,2020-10-30,P,5
820336,1,2022-05-19,P,344
820376,3,2019-10-30,P,6
821161,2,2020-03-09,P,634
821234,1,2020-09-09,P,454
821234,2,2020-09-17,Q,91
821234,2,2020-09-17,P,620
821234,3,2020-09-08,Q,2
821234,4,2020-09-17,P,5
821620,1,2022-09-26,P,1
821620,1,2022-09-27,P,1
821639,1,2022-03-14,Q,97
821852,2,2019-04-15,P,608
821852,3,2019-04-08,Q,8
821852,3,2019-04-15,Q,6
821852,6,2019-04-15,Q,76
821908,1,2023-02-03,Q,28
822041,5,2019-02-12,Q,78
822041,6,2019-02-11,Q,2
822348,1,2020-09-03,P,4
822348,2,,P,212
822724,1,2022-05-31,P,264
822724,1,2022-06-13,Q,58
822724,2,2022-05-30,P,154
823418,3,2020-01-23,Q,51
823488,1,2019-07-22,P,328
823488,2,2019-08-12,P,223
823690,4,2022-05-24,Q,16
824025,1,2021-11-23,Q,86
824169,5,2021-05-13,Q,98
824248,1,2021-03-09,P,85
824268,1,2021-07-26,Q,53
824272,1,2021-08-16,Q,29
824368,2,2021-11-03,P,534
824941,1,2021-06-28,P,7
824941,4,2021-07-02,P,1
824941,5,2021-07-05,Q,51
824969,1,2020-07-20,P,4
824979,1,2022-02-11,P,327
824979,2,,Q,32
825828,1,2022-02-03,Q,88
825828,2,2022-02-09,P,2
825828,2,2022-02-10,P,2
825828,3,,P,2
825828,6,2022-02-07,Q,4
825828,7,,Q,8
826097,1,2021-04-19,Q,91
826097,1,2021-04-26,P,3
826097,2,,Q,74
826118,1,2023-01-16,P,7
826677,1,2020-10-08,P,466
826677,4,2020-10-12,Q,66
826727,3,2020-09-02,P,199
827025,2,2020-10-13,P,228
827025,2,2020-10-15,Q,3
827223,2,2019-02-14,P,3
827592,1,2022-05-26,P,358
827592,4,2022-05-31,Q,21
827592,7,2022-05-18,Q,11
827592,9,2022-05-19,P,154
827617,2,,P,714
827617,3,2022-03-29,P,5
828877,1,2020-04-13,P,4
828877,2,2020-04-13,P,2
828877,2,2020-04-20,Q,43
829499,1,2020-10-28,Q,20
829806,1,2019-06-20,P,6
829806,1,2019-06-24,Q,58
829859,1,2021-08-20,Q,102
829859,5,2021-08-23,P,4
829883,3,2021-01-07,P,924
830615,1,2019-03-01,Q,1
831433,2,2019-01-23,P,348
831433,2,2019-01-25,Q,6
831623,1,2019-09-04,Q,10
831623,1,2019-09-06,P,259
832077,1,2020-08-31,P,454
832077,1,2020-08-31,P,440
832077,1,2020-08-31,P,452
832516,1,2023-02-20,P,2
832516,1,2023-02-21,P,2
832804,1,2021-12-31,Q,54
833868,1,2020-12-14,Q,8
833868,1,2020-12-16,P,4
833868,1,2020-12-23,P,4
834438,1,,P,2
834438,2,,Q,4
834637,1,2021-01-19,P,265
834704,1,2022-07-15,Q,72
834901,1,2022-08-29,P,7
834901,1,2022-09-08,P,7
835234,1,2019-05-20,P,5
835343,1,2020-11-02,P,545
835343,1,2020-11-02,P,549
835343,2,2020-10-27,P,1
835343,2,2020-10-28,P,1
835426,1,2019-05-21,P,478
836258,2,2021-05-17,Q,43
836789,3,2021-11-10,Q,55
837076,1,2019-03-04,P,2
837538,1,2023-03-06,P,653
837538,1,2023-03-13,P,640
838348,1,2019-07-24,Q,15
838348,2,2019-07-25,P,5
838348,2,2019-07-30,P,5
838348,2,2019-07-31,P,5
838348,2,2019-08-01,Q,8
838665,1,,Q,79
838666,2,2021-04-19,P,1
838666,2,2021-04-27,P,1
838666,2,2021-05-03,Q,69
839213,1,2022-04-26,P,7
840060,2,2021-06-23,Q,71
840074,4,,P,408
840074,4,,Q,73
840074,4,,P,430
840074,5,2020-11-04,Q,69
841647,1,2019-01-23,P,2
841647,2,2019-01-21,Q,44
841712,1,2021-01-18,P,2
842963,1,,P,726
843896,1,2019-02-11,P,366
843896,2,2019-02-18,Q,59
843896,3,,Q,70
843896,3,,P,534
843896,4,2019-02-04,P,7
843896,4,2019-02-08,Q,9
844430,2,,P,716
844783,1,2019-07-22,P,444
844783,1,2019-07-25,P,451
844783,1,2019-07-25,P,438
844783,2,2019-07-25,P,348
845129,1,2019-05-30,P,608
845200,1,2021-02-03,P,1040
845200,1,2021-02-08,Q,70
845200,2,2021-02-15,Q,20
845200,2,2021-02-15,P,7
845660,1,2022-05-31,Q,102
845660,2,2022-05-25,P,2
846863,1,2020-04-23,Q,41
847049,1,2020-07-13,Q,88
847049,3,2020-07-02,P,2
847313,1,2021-02-10,Q,85
847313,2,2021-02-04,P,6
847390,2,2020-12-21,P,4
847390,3,,P,445
847482,2,2020-03-16,Q,9
847482,2,2020-03-25,P,312
847482,4,2020-03-26,P,5
848199,1,2021-05-14,P,1016
848276,1,2020-11-05,P,458
848704,1,2022-12-14,Q,65
848830,1,2021-01-19,Q,98
848830,2,2021-01-18,P,202
848830,2,2021-01-21,Q,12
848936,1,2021-01-18,P,5
848936,2,2021-01-25,P,1
848936,3,2021-01-19,Q,84
848936,4,2021-01-19,P,1
849216,1,2022-10-17,Q,43
849216,1,2022-10-18,Q,36
849216,1,2022-10-18,P,665
849216,2,2022-10-17,P,555
849286,1,,P,344
849286,1,,Q,69
849323,2,,P,352
849323,3,2022-05-02,P,941
850524,1,2019-05-10,Q,70
850524,1,2019-05-14,Q,73
850524,1,2019-05-16,Q,72
850524,2,2019-05-13,P,2
851090,1,2022-10-24,P,5
851110,1,2022-04-08,P,5
851131,1,2020-06-15,P,6
851131,2,2020-06-19,P,1
851131,3,2020-06-15,P,2
851378,1,2019-08-28,P,7
851378,1,2019-09-04,Q,38
851378,2,2019-09-12,P,812
851378,3,2019-08-30,P,612
851378,4,2019-09-12,Q,76
851684,1,2021-03-05,P,1
851898,1,2021-05-06,P,238
852397,1,,Q,35
852397,1,,P,697
852705,1,2019-06-10,P,1
852705,1,2019-06-10,P,1
852705,4,2019-06-10,P,3
852927,1,2019-01-22,P,4
853024,1,2022-11-07,Q,100
853153,4,2021-07-22,P,417
853514,1,2022-01-17,P,5
853795,1,2022-04-27,P,1
853987,3,2021-02-15,P,542
854006,3,2021-08-03,P,448
854006,3,2021-08-11,P,433
855193,3,2021-11-02,P,599
855206,1,2020-12-23,Q,2
855446,2,2020-05-06,Q,66
855651,1,2019-11-18,Q,4
855818,1,2020-11-10,Q,67
856264,1,2022-07-11,P,1003
856264,3,2022-07-04,Q,17
856264,4,2022-07-04,P,3
856264,5,,Q,90
856315,1,2021-03-05,P,636
856315,3,2021-03-03,Q,62
856547,1,2019-03-25,P,3
856547,2,2019-03-20,Q,78
856547,2,2019-03-25,Q,76
856547,2,2019-03-25,Q,80
856547,4,,P,730
856661,1,2019-02-18,Q,62
856661,2,2019-02-06,Q,64
856661,2,2019-02-14,P,3
856661,3,,Q,60
857112,1,2022-06-20,Q,77
857112,2,,P,5
857112,3,2022-06-30,P,1002
857112,4,2022-06-22,Q,64
858303,2,2020-02-17,P,2
858683,2,,Q,48
858683,2,,Q,50
858683,2,,P,989
859066,1,2019-06-25,P,941
859216,1,2021-06-01,Q,22
859355,2,2020-12-23,P,547
861352,1,2020-12-10,Q,82
861352,1,2020-12-14,P,6
861407,1,2020-06-30,P,621
861449,2,2021-09-24,Q,12
861449,2,2021-09-24,P,6
861641,2,2023-03-06,Q,27
861641,2,2023-03-07,P,7
862095,1,2019-08-13,P,1
862095,2,2019-08-02,P,5
862321,1,,Q,56
863216,1,,P,242
863216,1,,Q,22
863924,2,2020-04-13,Q,97
863924,2,2020-04-13,P,3
864021,3,2023-01-26,Q,90
864021,4,2023-02-06,Q,13
864069,1,2022-05-23,P,888
864069,2,2022-05-25,Q,80
864119,1,2022-08-26,P,75
864119,1,2022-08-30,P,72
864119,3,,P,416
864119,3,,P,405
865009,2,2022-04-19,Q,30
865208,2,2020-06-04,P,439
865392,2,2020-01-02,P,305
865452,1,2019-02-05,Q,42
865657,2,2020-05-07,Q,13
865930,2,,Q,32
866142,1,2020-12-09,Q,9
866142,1,2020-12-16,P,1
866142,4,2020-12-04,Q,62
866142,4,,P,713
866455,1,2021-07-05,P,553
866636,1,,Q,5
866979,1,2020-10-05,Q,86
866979,1,2020-10-05,P,2
867176,1,2021-04-23,Q,72
867176,3,2021-04-26,Q,48
867176,3,2021-04-26,P,670
867484,1,2022-02-24,Q,65
867572,1,2022-04-15,P,980
867572,2,2022-04-13,P,460
867572,2,2022-04-15,Q,1
867572,2,2022-04-18,P,461
867572,4,2022-04-12,P,498
867868,1,2021-12-13,Q,6
868625,1,2022-09-29,P,1
869210,1,2019-07-10,Q,20
869210,2,,P,977
869210,2,,Q,51
869210,2,,Q,48
869348,2,2020-11-03,P,1
869348,2,2020-11-06,Q,59
869706,1,,P,638
869750,1,2019-02-14,P,239
869750,2,2019-02-07,P,2
869750,2,2019-02-12,Q,50
869750,4,,Q,31
869750,5,2019-02-18,P,383
870024,1,2019-12-24,Q,53
870024,1,2019-12-30,P,423
870208,1,2019-07-19,P,621
870524,1,2019-06-17,Q,44
870524,1,2019-06-21,P,2
870524,3,2019-06-17,Q,86
870524,3,2019-06-17,P,4
870524,4,,Q,89
870524,4,,P,881
870524,5,2019-06-24,P,5
870524,6,2019-06-18,Q,23
870531,1,2019-07-08,Q,86
870531,1,2019-07-08,P,4
870932,2,2022-06-13,P,726
870932,2,2022-06-20,Q,5
870932,2,2022-06-20,P,755
871342,1,2022-09-01,Q,19
871410,1,,Q,30
871410,1,,Q,32
871703,2,2022-08-04,P,1046
871703,2,2022-08-15,P,1006
872033,1,2022-07-04,Q,69
872033,1,2022-07-05,P,638
872107,1,2022-08-02,Q,79
872205,1,2019-11-13,Q,24
872229,1,2019-09-12,P,375
872229,1,2019-09-16,Q,91
872229,3,2019-09-13,Q,77
872466,1,,P,579
872955,1,2022-06-20,Q,51
872955,1,2022-06-23,P,870
872955,2,2022-06-13,P,6
872955,2,2022-06-20,P,6
873475,1,,Q,30
873475,1,,P,968
873475,2,2020-08-24,P,673
874103,3,2020-09-28,P,2
874136,3,,P,458
874136,5,2020-08-31,Q,89
874416,1,2019-04-30,Q,51
874416,4,2019-05-03,P,4
874416,4,2019-05-10,Q,68
874682,1,,P,549
874682,1,,P,534
874682,2,2019-10-28,P,309
874816,3,2020-10-26,Q,54
875024,1,2022-11-09,P,527
875024,3,2022-11-09,P,5
875024,5,2022-11-07,P,996
875582,1,2021-04-05,P,225
875630,1,2020-10-19,P,5
876185,1,2020-12-08,P,7
876185,1,2020-12-16,P,7
877334,1,2019-09-02,P,166
877400,1,2019-07-29,Q,64
877400,1,2019-07-29,Q,65
878392,1,,Q,99
878392,2,2019-03-01,Q,76
878430,1,2019-07-19,P,1
878485,1,2019-07-29,P,449
878485,1,2019-08-01,Q,46
878485,2,2019-07-26,Q,15
878655,1,2019-05-30,P,2
878655,3,2019-06-03,Q,16
878739,2,,P,3
878991,1,2020-02-17,Q,27
878991,2,2020-02-06,P,164
879035,2,2020-06-29,P,427
879035,2,2020-07-06,P,441
879035,3,2020-07-09,P,257
879103,1,2020-05-14,P,166
880188,1,2020-08-17,Q,16
880188,1,2020-08-17,P,3
881066,1,2019-06-03,Q,1
881541,1,2021-07-20,P,1
881541,1,2021-07-28,P,1
881541,3,2021-07-26,P,1
881541,3,2021-07-28,P,1
881541,4,2021-07-29,Q,68
882564,1,,P,460
882564,3,2019-12-02,P,4
883177,1,,Q,90
883739,2,2021-01-27,Q,88
883891,1,2023-01-27,Q,91
883891,1,2023-01-30,P,5
883891,1,2023-02-06,P,5
883891,2,,P,623
883891,3,2023-02-01,Q,89
883891,5,2023-01-31,P,432
883891,5,2023-02-01,Q,43
884384,3,2020-12-17,Q,26
884500,1,2020-10-26,Q,85
884627,1,2019-01-21,P,6
884627,1,2019-01-28,P,6
885247,1,2021-07-19,P,2
885683,1,2022-06-16,P,579
885683,3,2022-06-15,P,326
885683,3,2022-06-20,P,331
885691,2,,P,369
886061,1,2022-06-17,P,3
886061,2,,Q,37
886061,2,,Q,33
886063,1,2023-02-06,Q,17
886382,1,2021-07-12,P,3
886382,2,2021-07-08,Q,87
886382,2,2021-07-12,Q,84
886382,2,2021-07-12,P,198
886505,1,,P,721
887430,2,2021-11-15,P,1
887430,3,2021-11-12,P,1020
887430,4,2021-11-15,P,2
887430,4,2021-11-19,P,2
888411,3,,P,710
888411,3,,Q,80
888569,3,2022-09-12,P,228
888569,3,2022-09-19,P,227
888569,4,2022-09-09,Q,44
888569,4,2022-09-13,Q,42
888569,5,,Q,45
888569,6,2022-09-14,Q,46
888569,6,2022-09-16,P,710
888569,7,,P,538
888569,7,,P,549
889253,1,2020-08-26,P,584
889351,1,2020-11-10,P,874
889351,2,2020-11-09,Q,96
889351,3,2020-11-03,Q,33
889351,3,2020-11-09,P,3
889960,1,,Q,95
889960,2,2021-01-19,P,2
890487,1,2021-10-13,Q,43
890487,2,2021-10-13,P,3
890909,1,2022-11-28,P,973
890919,2,2021-11-08,Q,81
890919,2,2021-11-08,P,1
890919,3,,P,3
890919,4,2021-11-12,Q,46
890956,1,2020-12-15,Q,76
891260,1,2019-10-10,Q,84
891392,1,2019-10-16,Q,12
891392,1,2019-10-16,P,7
891392,1,2019-10-21,P,7
891392,3,2019-10-23,P,500
893336,2,2020-04-27,Q,13
893870,1,,Q,41
893870,3,2022-07-25,Q,14
894238,2,2022-07-12,P,534
894555,3,2022-02-28,Q,36
894555,3,2022-02-28,P,6
894846,1,2022-02-21,P,376
894846,2,2022-02-14,P,677
894846,2,2022-02-21,Q,1
894849,2,,P,370
895011,2,2019-12-12,P,1
895011,3,2019-12-10,Q,33
895011,4,2019-12-16,P,814
895099,1,2021-06-18,P,579
895099,2,2021-06-14,P,4
895099,2,2021-06-21,P,4
895099,3,2021-06-17,P,1
895099,3,2021-06-17,P,1
895443,1,2021-01-11,P,2
895443,2,,P,320
895443,4,2021-01-01,Q,20
895443,4,2021-01-04,P,2
895773,4,2021-12-23,Q,20
895773,4,2021-12-27,P,4
895773,4,2021-12-28,Q,18
895773,4,2021-12-29,P,4
896086,1,2019-02-13,P,4
896086,1,2019-02-21,Q,18
896951,1,2021-04-13,Q,34
897829,1,2022-08-03,P,5
897838,1,2020-04-02,P,1
898451,1,2023-01-27,Q,78
898539,1,2021-09-06,P,5
898539,1,2021-09-06,P,5
898539,3,,Q,90
898781,1,2021-03-18,Q,72
898781,2,2021-03-26,P,335
898781,2,2021-03-29,P,321
898781,2,2021-04-07,P,311
898781,3,2021-03-18,P,547
898818,2,2021-08-12,P,495
898819,1,2019-03-14,Q,37
898904,1,2020-11-16,Q,49
898904,1,2020-11-19,P,165
899313,1,2019-11-06,P,426
900134,1,2019-06-03,P,702
900459,1,2019-11-21,Q,53
900459,1,2019-11-28,P,961
900655,1,2020-02-14,Q,90
901213,4,2019-07-29,Q,37
901456,1,2022-05-27,P,956
901456,1,2022-06-03,P,970
901456,3,,P,6
901456,3,,P,6
901456,3,,P,6
901456,5,2022-06-03,Q,64
901456,5,2022-06-08,P,379
901603,1,2020-05-27,Q,69
901699,2,2022-04-06,P,3
901832,1,2020-02-26,P,4
902844,1,2021-03-08,P,321
902844,2,2021-03-04,P,5
902844,3,2021-03-05,P,610
902844,3,2021-03-15,P,634
902844,6,2021-03-08,P,7
903849,1,2020-09-25,P,1
904142,3,2021-02-08,P,1018
904195,2,2019-04-29,Q,38
904798,1,2022-11-24,P,260
904941,3,2021-12-06,Q,48
904941,3,2021-12-08,P,240
905399,3,2020-06-18,Q,38
905399,6,2020-06-12,P,2
906121,1,2021-07-26,P,939
906121,2,2021-07-13,P,2
906371,1,2021-09-01,Q,4
906371,3,2021-09-13,Q,35
906733,1,2021-12-24,Q,4
906733,2,2021-12-15,P,2
906733,2,2021-12-20,Q,72
906733,2,2021-12-20,P,2
907066,1,2022-04-11,Q,50
909010,1,2021-01-04,Q,11
909010,2,2021-01-01,Q,8
909010,2,2021-01-05,Q,7
909373,1,2020-10-27,Q,47
909373,1,2020-11-05,P,1029
910308,2,2019-08-12,Q,75
910308,3,2019-08-15,P,4
910308,5,2019-08-19,P,5
910341,1,2020-08-04,P,85
910682,1,,P,456
911173,1,2020-07-20,P,4
911386,1,,P,755
911386,1,,P,754
911426,1,2020-03-05,P,1
911426,1,,P,1
911426,1,,P,1
911602,1,2019-08-26,P,1
911602,1,2019-08-29,Q,3
911870,2,2021-06-15,Q,41
913957,2,,Q,65
913957,3,2019-04-12,Q,32
914050,1,2021-05-25,P,6
914768,1,2020-10-12,Q,85
915984,1,2021-11-02,P,640
916202,1,2019-10-16,P,118
917604,1,,Q,29
917604,1,,P,5
917604,3,2021-02-11,Q,91
918321,2,2021-01-04,P,2
918542,1,2021-09-30,Q,36
918542,2,,P,133
918791,1,2023-01-19,P,6
919038,2,2021-03-30,P,3
919038,2,2021-04-14,Q,24
919201,1,2020-11-16,P,394
919257,1,2021-06-28,P,880
919953,2,2021-11-16,Q,26
919953,2,2021-11-29,P,276
920069,1,,Q,3
920862,3,2021-04-14,P,974
920862,3,2021-04-15,P,1000
920862,3,2021-04-20,P,1046
921217,1,2019-01-28,Q,40
921736,1,2020-07-06,Q,6
922333,1,2020-01-20,P,548
922554,1,2020-10-21,Q,72
922952,1,2021-02-05,P,1
922952,2,2021-02-26,Q,62
923309,1,2021-10-08,Q,53
923894,1,2019-11-06,P,667
924005,1,2020-03-10,P,2
924005,3,2020-03-06,P,1
924114,2,2023-02-21,Q,92
924114,9,,P,519
924169,1,2022-08-04,Q,83
924169,1,2022-08-10,Q,87
924169,3,2022-08-05,Q,18
924169,3,2022-08-08,P,13
924309,1,2019-02-04,P,261
924309,2,2019-02-05,P,278
924694,1,2022-01-25,Q,77
924694,2,2022-01-17,Q,55
925153,2,2021-12-27,Q,50
925348,2,2020-10-26,Q,6
925348,3,2020-10-16,P,2
925564,1,2023-01-30,Q,54
925564,1,2023-01-30,Q,55
925564,4,,P,824
926672,1,2022-12-02,Q,37
926703,1,2022-03-21,Q,96
926703,1,2022-03-21,Q,93
926703,1,2022-03-21,P,2
926886,1,2019-12-16,P,7
927721,3,2023-02-01,Q,4
927796,1,2020-11-02,Q,46
927824,2,2022-02-10,P,674
930956,1,2020-01-09,P,2
930956,1,2020-01-13,Q,3
930956,1,2020-01-13,P,2
931331,2,2021-02-22,Q,18
931637,1,2019-03-28,P,6
931700,1,2021-01-12,P,1
932479,1,2022-05-09,Q,77
933320,1,2021-08-17,P,438
933456,3,2021-06-21,P,5
934155,1,2020-10-14,P,6
934485,1,2022-04-12,P,3
934485,1,2022-04-15,P,3
934485,1,2022-04-19,P,3
934522,2,2021-03-09,P,5
934682,1,2020-01-20,Q,68
934682,1,2020-01-29,P,164
934682,2,2020-01-27,P,5
934682,5,,P,5
934719,1,2022-08-24,P,952
934719,1,,P,937
934719,2,2022-08-29,P,7
935563,1,2019-10-29,P,346
935753,1,2020-05-28,P,429
935753,5,2020-05-22,Q,62
935753,6,2020-06-01,P,718
936003,1,2021-02-10,Q,51
936335,2,2019-09-26,P,2
936778,1,2022-02-18,Q,34
937381,1,2021-09-28,Q,27
937780,2,2020-12-16,Q,56
937780,4,2020-12-14,P,159
937780,5,2020-12-21,P,7
937950,1,2020-08-17,P,678
937950,1,2020-08-24,Q,44
937950,1,2020-09-04,Q,45
938322,1,2021-01-25,Q,47
938322,2,2021-01-25,P,5
938725,1,2020-06-22,P,3
938821,1,2021-11-19,Q,77
939358,1,2022-02-07,Q,11
940088,1,2019-02-18,Q,34
940088,1,2019-02-21,Q,35
940088,1,2019-02-21,P,275
940667,1,2020-09-15,P,166
940667,1,,Q,82
940667,2,2020-09-11,P,459
940836,1,,Q,16
940879,1,2019-04-05,P,964
940879,1,2019-04-08,Q,85
940879,2,2019-04-12,P,701
940879,3,2019-04-03,Q,55
940879,3,2019-04-09,Q,60
940879,5,2019-04-05,P,7
940879,5,2019-04-22,P,7
941058,2,2020-03-09,Q,11
942206,1,2019-12-02,P,894
942206,1,2019-12-09,Q,29
942882,1,2022-11-07,Q,48
942931,1,2021-03-01,P,883
943042,1,2019-06-17,Q,67
943789,1,2022-05-03,Q,72
943789,1,2022-05-03,P,77
943840,2,2020-04-20,P,7
943875,1,2022-08-01,P,7
943875,2,2022-07-25,P,4
943875,2,2022-07-28,Q,66
943875,3,2022-07-25,Q,42
944255,2,2021-02-23,P,1
944336,1,2019-04-01,P,2
944864,1,2021-11-08,P,714
944864,2,2021-11-12,Q,81
945208,1,,Q,7
945208,3,2022-01-26,Q,86
945208,3,2022-02-07,Q,87
945208,4,2022-02-01,P,526
946078,1,2020-08-18,P,1016
946078,1,2020-08-21,P,984
946078,1,2020-08-24,P,1019
946086,1,2022-11-07,Q,25
946086,1,2022-11-07,P,435
946087,1,2022-01-03,P,436
946403,1,2020-12-09,Q,25
946448,1,2022-12-07,P,166
946454,1,2023-01-13,Q,90
946454,1,2023-01-16,P,4
946454,1,2023-01-16,P,4
946510,1,2022-12-19,P,4
946510,2,2022-12-30,P,699
946546,1,,Q,22
947064,1,2020-12-01,P,5
947064,3,2020-12-02,Q,96
947064,3,2020-12-03,Q,95
947065,1,2020-06-26,P,1
947347,1,2019-08-12,Q,40
947347,2,,P,864
947347,3,,P,851
947347,3,,Q,19
947347,3,,P,890
947884,1,,P,716
948354,1,2020-08-17,Q,49
948354,1,2020-08-18,P,4
948576,2,2019-05-03,Q,96
948576,2,2019-05-09,P,663
948576,3,,Q,35
948645,1,2020-04-03,P,1006
948645,1,2020-04-03,P,1022
948645,1,2020-04-03,P,983
948645,2,2020-04-07,Q,8
948645,2,2020-04-13,Q,5
948811,1,2020-04-15,Q,9
948811,2,2020-04-20,Q,14
948811,4,,P,165
948811,4,,P,167
949013,1,2023-02-23,Q,33
949301,1,2019-03-19,Q,5
949301,3,,Q,17
949301,3,,P,7
949684,3,2022-05-20,P,621
949684,3,2022-05-23,P,643
950265,1,2019-09-30,Q,8
950265,2,2019-10-01,Q,87
950265,2,2019-10-11,P,222
950265,3,2019-10-04,Q,48
950265,3,2019-10-07,P,3
950265,4,2019-10-08,P,151
950297,1,2019-09-09,Q,73
950297,2,2019-09-05,P,1
950297,3,2019-09-09,Q,51
950297,3,2019-09-10,Q,50
950297,3,2019-09-16,P,4
950297,4,2019-09-12,P,86
950297,4,2019-09-16,P,85
951217,1,2021-02-22,P,133
951238,1,2022-07-25,P,1
951238,2,2022-08-05,Q,47
951386,2,2021-09-07,Q,53
951504,2,2022-01-21,P,142
952427,1,2019-04-25,Q,58
952644,2,2022-12-05,P,1
953539,1,2021-03-24,P,685
954996,2,2023-03-16,Q,68
955555,1,2022-06-22,Q,39
955555,2,2022-06-27,P,597
955994,4,2022-10-10,Q,71
955994,5,2022-10-17,P,5
956021,2,2019-07-08,P,525
956091,1,2020-03-12,Q,69
956091,1,2020-03-24,P,940
956204,2,2022-07-20,P,2
956204,2,2022-08-02,P,2
956441,1,,Q,52
956441,1,,P,968
956730,1,2022-04-28,P,165
956730,2,2022-04-28,Q,37
956730,2,2022-04-29,Q,38
956730,2,2022-05-02,P,540
957113,1,2020-12-31,P,949
957113,1,2021-01-01,P,932
957113,1,2021-01-07,P,924
957113,2,2021-01-01,P,6
957113,3,2021-01-04,P,109
957113,3,2021-01-06,Q,61
957113,4,2021-01-04,Q,54
957974,3,2019-02-11,P,633
958426,1,,P,975
958524,1,2019-08-14,P,2
958844,1,,P,517
958958,2,2020-06-04,P,5
960919,2,2021-10-04,P,4
961051,1,2019-11-20,P,5
961104,2,2022-10-13,P,2
961104,4,2022-10-18,P,7
961104,4,2022-10-20,Q,24
961113,1,2022-06-01,Q,2
961113,2,2022-05-27,P,5
961118,1,2021-03-17,P,2
961484,1,2021-10-05,P,3
961484,1,2021-10-07,P,3
961484,1,2021-10-12,P,3
961586,1,2022-02-28,P,116
962238,3,2019-10-28,P,6
964255,1,,P,3
964593,1,2019-02-25,P,1008
964626,2,2019-10-02,Q,94
964626,2,2019-10-02,P,2
964626,3,,P,305
964626,3,,P,307
964626,4,2019-10-04,P,962
964626,6,2019-10-02,Q,79
966356,1,2020-06-22,P,1
966516,1,2022-01-03,Q,80
966516,2,,P,509
966516,3,,Q,25
966516,4,2021-12-27,P,1
966516,4,2021-12-30,Q,79
966516,4,2021-12-31,P,1
966655,2,,P,383
966938,2,2022-05-10,P,261
