WERKS,BELNR,BLDAT,BUDAT,BPDAT,EREKZ,LIFNR,BLOCK,RLOCK
IN10,5086317,2019-04-22,2019-05-13,2019-05-06,x,50759436,,
IN10,8611664,2019-04-15,2019-05-06,2019-04-22,x,32519746,,
IN10,8837446,2019-04-12,2019-05-03,2019-04-29,x,35101221,,
IN10,8655831,2019-04-30,2019-05-21,2019-05-06,x,30002348,,
US10,7508406,2019-04-30,2019-05-21,2019-05-16,x,30003467,,
US10,9299332,2019-04-30,2019-05-21,2019-05-14,x,30002348,,
US10,8185543,2019-04-30,2019-05-21,2019-05-20,x,53847241,,
JP11,7008411,2019-04-30,2019-05-21,2019-05-08,x,48114031,,
DE10,4937279,2019-04-30,2019-05-21,2019-05-13,x,30002348,,
DE10,6073110,2019-04-30,2019-05-21,2019-05-20,x,48114031,,
CN10,8603575,2019-04-30,2019-05-21,2019-05-16,x,30002348,,
DE10,5906420,2019-04-30,2019-05-21,2019-05-22,x,32519746,,
CN10,9708871,2019-04-30,2019-05-21,2019-05-16,x,32952574,2019-05-06,2019-05-13
DE10,7301376,2019-04-30,2019-05-21,2019-05-08,x,30003467,,
IN10,8347552,2019-05-06,2019-05-27,2019-05-21,x,30003467,,
CN10,6143969,2019-04-22,2019-05-13,2019-05-06,x,48114031,,
JP11,5478295,2019-05-06,2019-05-27,2019-05-23,x,30003467,,
US10,5713754,2019-05-06,2019-05-27,2019-05-22,x,32519746,,
DE10,9390579,2019-05-06,2019-05-27,2019-05-28,x,30002348,,
US10,5379252,2019-05-06,2019-05-27,2019-05-17,x,30003467,,
DE10,7908541,2019-05-06,2019-05-27,2019-05-23,x,30003467,,
JP11,8497783,2019-05-06,2019-05-27,2019-05-13,x,32519746,,
JP11,9598559,2019-05-06,2019-05-27,2019-05-20,x,48114031,,
JP11,7989903,2019-04-26,2019-05-17,2019-05-06,x,35101221,,
US10,7165755,2019-04-23,2019-05-14,2019-04-25,x,30002348,,
JP11,8344489,2019-05-06,2019-05-27,2019-05-24,x,41420829,,
US10,8594942,2019-05-06,2019-05-27,2019-05-22,x,35101221,,
US10,6261883,2019-05-06,2019-05-27,2019-05-22,x,34702906,,
DE10,8897757,2019-05-06,2019-05-27,2019-05-21,x,53847241,,
DE10,8617611,2019-05-06,2019-05-27,2019-05-15,x,41420829,,
JP11,6225968,2019-05-06,2019-05-27,2019-05-20,x,34702906,,
JP11,8956914,2019-05-06,2019-05-27,2019-06-03,x,30002348,,
IN10,9580594,2019-05-06,2019-05-27,2019-05-08,x,30002348,,
JP11,8745727,2019-05-06,2019-05-27,2019-05-21,x,47017350,2019-05-10,2019-05-20
BR10,7895697,2019-05-06,2019-05-27,2019-05-08,x,32519746,,
BR10,7673032,2019-05-06,2019-05-27,2019-05-27,x,50759436,,
JP11,6138922,2019-05-06,2019-05-27,2019-06-03,x,50759436,,
US10,8826308,2019-05-13,2019-06-03,2019-06-10,x,30003467,,
US10,8226843,2019-05-13,2019-06-03,2019-05-30,x,43088822,,
JP11,5025370,2019-05-13,2019-06-03,2019-05-24,x,30003467,,
JP11,6481458,2019-05-13,2019-06-03,2019-05-15,x,74997556,,
JP11,9718899,2019-05-13,2019-06-03,2019-05-27,x,47017350,,
JP11,8692174,2019-05-13,2019-06-03,2019-05-22,x,35101221,,
DE10,6029593,2019-05-13,2019-06-03,2019-05-24,x,30002348,,
JP11,7930921,2019-05-13,2019-06-03,2019-06-05,x,32519746,,
DE10,5692965,2019-05-13,2019-06-03,2019-05-31,x,30003467,,
DE10,6698866,2019-05-13,2019-06-03,2019-05-27,x,48114031,,
CN10,8059969,2019-05-13,2019-06-03,2019-05-17,x,53847241,,
CN10,9659179,2019-05-13,2019-06-03,2019-05-17,x,30002348,,
CN10,8004421,2019-05-13,2019-06-03,2019-05-27,x,30003467,,
CN10,6436755,2019-05-13,2019-06-03,2019-06-04,x,50759436,,
CN10,6875599,2019-05-13,2019-06-03,2019-05-16,x,35101221,,
DE10,6631593,2019-05-13,2019-06-03,2019-05-23,x,43088822,,
US10,8190444,2019-05-13,2019-06-03,2019-05-27,x,53847241,,
DE10,7108844,2019-05-13,2019-06-03,2019-05-21,x,35101221,,
DE10,8379737,2019-05-13,2019-06-03,2019-05-21,x,74997556,,
DE10,8242351,2019-05-13,2019-06-03,2019-05-23,x,50759436,,
BR10,9433160,2019-05-13,2019-06-03,2019-05-29,x,43088822,,
IN10,5761517,2019-05-13,2019-06-03,2019-05-29,x,30003467,,
IN10,8788755,2019-05-13,2019-06-03,2019-05-27,x,30002348,,
JP11,5251215,2019-05-13,2019-06-03,2019-05-24,x,30002348,,
BR10,6164736,2019-05-13,2019-06-03,2019-05-30,x,74997556,,
BR10,8685208,2019-05-13,2019-06-03,2019-05-23,x,32519746,,
DE10,9292314,2019-05-13,2019-06-03,2019-05-17,x,38334498,,
JP11,5637014,2019-05-20,2019-06-10,2019-05-22,x,50759436,,
CN10,5885651,2019-05-13,2019-06-03,2019-06-06,x,35101221,2019-05-20,2019-05-27
US10,7899228,2019-05-20,2019-06-10,2019-06-11,x,30002348,,
CN10,9076876,2019-05-20,2019-06-10,2019-06-07,x,30003467,,
US10,8446522,2019-05-20,2019-06-10,2019-06-05,x,30003467,,
US10,6053179,2019-05-20,2019-06-10,2019-06-14,x,43088822,,
US10,7483954,2019-05-20,2019-06-10,2019-05-29,x,70920548,,
US10,7289588,2019-05-20,2019-06-10,2019-05-29,x,47017350,,
JP11,9290174,2019-05-20,2019-06-10,2019-05-30,x,32952574,,
IN10,5442714,2019-05-01,2019-05-22,2019-05-13,x,50759436,,
JP11,5858833,2019-04-30,2019-05-21,2019-05-10,x,30003467,,
IN10,5545610,2019-05-20,2019-06-10,2019-05-27,x,35101221,,
IN10,7436734,2019-05-20,2019-06-10,2019-06-07,x,30002348,2019-05-23,2019-05-29
IN10,5565016,2019-05-09,2019-05-30,2019-05-13,x,32519746,,
IN10,5160598,2019-05-20,2019-06-10,2019-06-14,x,30003467,,
BR10,8213378,2019-05-20,2019-06-10,2019-05-22,x,53847241,,
IN10,9611901,2019-05-20,2019-06-10,2019-05-28,x,34702906,,
BR10,7413885,2019-05-20,2019-06-10,2019-05-21,x,30002348,,
BR10,7834228,2019-05-20,2019-06-10,2019-05-27,x,41420829,,
DE10,6590951,2019-05-20,2019-06-10,2019-05-31,x,48114031,,
DE10,5762357,2019-05-20,2019-06-10,2019-05-28,x,30002348,,
DE10,7945895,2019-05-20,2019-06-10,2019-05-31,x,30003467,,
DE10,7562780,2019-05-20,2019-06-10,2019-05-30,x,74997556,,
DE10,7519009,2019-05-07,2019-05-28,2019-05-29,x,32952574,,
DE10,6369120,2019-05-20,2019-06-10,2019-05-29,x,78411205,,
DE10,5527388,2019-05-20,2019-06-10,2019-06-04,x,50759436,,
DE10,6221137,2019-05-20,2019-06-10,2019-06-10,x,53847241,,
BR10,9738392,2019-05-20,2019-06-10,2019-06-04,x,50759436,,
BR10,7061669,2019-05-20,2019-06-10,2019-06-17,x,30003467,,
CN10,9238747,2019-05-20,2019-06-10,2019-06-03,x,55553693,,
JP11,7978595,2019-05-20,2019-06-10,2019-05-29,x,78411205,,
CN10,9519007,2019-05-20,2019-06-10,2019-06-10,x,47017350,,
JP11,9720998,2019-04-30,2019-05-21,2019-05-02,x,34702906,,
JP11,6815355,2019-05-20,2019-06-10,2019-05-22,x,30002348,,
JP11,5008886,2019-05-03,2019-05-24,2019-05-17,x,32519746,2019-05-13,2019-05-13
JP11,6630297,2019-05-20,2019-06-10,2019-05-24,x,48114031,,
US10,5993398,2019-05-28,2019-06-18,2019-06-20,x,30003467,,
CN10,7075804,2019-05-28,2019-06-18,2019-06-10,x,41420829,,
CN10,7201644,2019-05-28,2019-06-18,2019-06-17,x,74997556,,
CN10,9611296,2019-05-28,2019-06-18,2019-06-27,x,50759436,,
DE10,9110673,2019-05-28,2019-06-18,2019-06-14,x,32519746,,
DE10,7637623,2019-05-28,2019-06-18,2019-06-07,x,53847241,,
JP11,9315461,2019-05-28,2019-06-18,2019-06-24,x,55553693,,
US10,6313771,2019-05-28,2019-06-18,2019-05-29,x,30002348,,
JP11,5777087,2019-05-28,2019-06-18,2019-06-04,x,30002348,,
JP11,6979860,2019-05-28,2019-06-18,2019-06-14,x,32519746,2019-06-07,2019-06-12
JP11,6933715,2019-05-28,2019-06-18,2019-06-05,x,30003467,,
JP11,7962056,2019-05-28,2019-06-18,2019-06-10,x,32952574,,
JP11,5167095,2019-05-28,2019-06-18,2019-06-04,x,48114031,,
US10,6353173,2019-05-28,2019-06-18,2019-06-13,x,53847241,,
IN10,5016518,2019-05-14,2019-06-04,2019-05-29,x,32519746,,
US10,6216421,2019-05-28,2019-06-18,2019-06-07,x,50759436,,
IN10,9537714,2019-05-28,2019-06-18,2019-06-13,x,30002348,2019-05-30,2019-06-10
CN10,7494615,2019-05-28,2019-06-18,2019-06-11,x,30003467,,
CN10,9651778,2019-05-28,2019-06-18,2019-06-18,x,78411205,,
CN10,9250928,2019-05-22,2019-06-12,2019-06-03,x,30002348,,
US10,6128962,2019-05-28,2019-06-18,2019-06-03,x,32519746,,
BR10,6581400,2019-05-28,2019-06-18,2019-05-31,x,34702906,,
CN10,5723916,2019-06-05,2019-06-26,2019-06-25,x,74997556,,
CN10,6843623,2019-06-05,2019-06-26,2019-06-20,x,30002348,,
CN10,7310211,2019-06-05,2019-06-26,2019-07-03,x,30003467,,
CN10,7329237,2019-06-05,2019-06-26,2019-06-19,x,41420829,,
CN10,6354423,2019-06-05,2019-06-26,2019-06-17,x,43088822,,
CN10,8888693,2019-06-05,2019-06-26,2019-06-19,x,78411205,,
IN10,9150821,2019-06-05,2019-06-26,2019-07-01,x,30002348,2019-06-11,2019-06-20
DE10,6802902,2019-05-21,2019-06-11,2019-05-22,x,73419740,,
DE10,9367709,2019-06-05,2019-06-26,2019-06-28,x,30003467,,
DE10,8030126,2019-06-05,2019-06-26,2019-06-13,x,49330617,,
DE10,6332876,2019-06-05,2019-06-26,2019-06-20,x,43088822,,
BR10,9539494,2019-06-05,2019-06-26,2019-06-10,x,30002348,,
BR10,8318278,2019-06-05,2019-06-26,2019-06-20,x,48114031,,
BR10,8205768,2019-06-05,2019-06-26,2019-06-27,x,30003467,,
IN10,7748168,2019-06-05,2019-06-26,2019-06-18,x,78411205,,
IN10,6422355,2019-06-05,2019-06-26,2019-06-27,x,53847241,,
IN10,5694405,2019-06-05,2019-06-26,2019-06-18,x,32519746,,
IN10,5337818,2019-06-05,2019-06-26,2019-06-25,x,43088822,2019-06-14,2019-06-24
IN10,5195673,2019-06-05,2019-06-26,2019-06-10,x,35101221,,
IN10,8329061,2019-06-05,2019-06-26,2019-06-11,x,74997556,,
US10,5429465,2019-06-05,2019-06-26,2019-06-19,x,48114031,,
JP11,7978373,2019-06-05,2019-06-26,2019-06-12,x,30003467,,
US10,6870291,2019-06-05,2019-06-26,2019-06-11,x,78411205,,
US10,8241064,2019-06-05,2019-06-26,2019-06-17,x,53847241,,
US10,6930322,2019-06-05,2019-06-26,2019-06-11,x,74997556,,
US10,9736947,2019-06-05,2019-06-26,2019-06-25,x,30003467,,
US10,9044520,2019-06-05,2019-06-26,2019-06-07,x,35101221,,
US10,9348834,2019-06-05,2019-06-26,2019-06-21,x,30002348,,
US10,5823609,2019-06-05,2019-06-26,2019-06-21,x,32519746,,
US10,5174794,2019-06-05,2019-06-26,2019-06-10,x,41420829,,
CN10,6811926,2019-06-10,2019-07-01,2019-06-26,x,34702906,,
CN10,5608272,2019-06-10,2019-07-01,2019-06-13,x,74997556,,
CN10,6351609,2019-06-10,2019-07-01,2019-06-25,x,30003467,,
BR10,8707299,2019-06-10,2019-07-01,2019-07-02,x,32519746,,
BR10,9054251,2019-06-10,2019-07-01,2019-07-05,x,74997556,,
IN10,6982956,2019-06-10,2019-07-01,2019-06-24,x,30003467,,
BR10,5972447,2019-06-10,2019-07-01,2019-06-17,x,50759436,,
IN10,7865138,2019-06-10,2019-07-01,2019-06-26,x,32952574,,
IN10,7814311,2019-05-27,2019-06-17,2019-05-28,x,78411205,,
BR10,5117244,2019-06-10,2019-07-01,2019-07-03,x,30002348,,
IN10,6703961,2019-06-10,2019-07-01,2019-06-17,x,55553693,,
JP11,5592796,2019-06-10,2019-07-01,2019-06-21,x,30003467,,
US10,8191330,2019-05-23,2019-06-13,2019-06-17,x,30003467,,
DE10,5970558,2019-06-10,2019-07-01,2019-06-14,x,78411205,,
BR10,6530290,2019-06-10,2019-07-01,2019-07-02,x,48114031,,
CN10,9184152,2019-06-10,2019-07-01,2019-07-03,x,30002348,,
DE10,7532267,2019-06-10,2019-07-01,2019-06-24,x,35101221,,
DE10,8108091,2019-06-10,2019-07-01,2019-06-14,x,32519746,,
DE10,8136247,2019-06-10,2019-07-01,2019-06-27,x,30002348,,
US10,7980197,2019-06-10,2019-07-01,2019-06-21,x,34702906,,
CN10,8035274,2019-06-10,2019-07-01,2019-06-18,x,32952574,,
DE10,5811072,2019-06-10,2019-07-01,2019-06-25,x,50759436,,
DE10,9141766,2019-06-10,2019-07-01,2019-06-19,x,48114031,,
DE10,6037118,2019-06-10,2019-07-01,2019-06-13,x,30003467,,
US10,8755881,2019-06-10,2019-07-01,2019-06-14,x,73419740,,
IN10,8627834,2019-06-17,2019-07-08,2019-06-24,x,30003467,,
CN10,6126582,2019-06-17,2019-07-08,2019-07-11,x,30003467,,
DE10,6064913,2019-06-17,2019-07-08,2019-07-16,x,50759436,,
CN10,6263569,2019-06-17,2019-07-08,2019-07-15,x,30002348,2019-06-26,2019-07-08
CN10,7135665,2019-06-17,2019-07-08,2019-06-24,x,53847241,,
DE10,7667232,2019-06-17,2019-07-08,2019-06-26,x,32519746,,
CN10,5377488,2019-06-17,2019-07-08,2019-06-26,x,34702906,,
JP11,9564435,2019-06-17,2019-07-08,2019-06-21,x,43088822,,
IN10,9003618,2019-05-28,2019-06-18,2019-05-30,x,43088822,,
DE10,6267014,2019-06-17,2019-07-08,2019-07-04,x,48114031,,
DE10,5045363,2019-06-17,2019-07-08,2019-07-09,x,34702906,,
DE10,8690199,2019-06-17,2019-07-08,2019-06-26,x,30003467,,
DE10,8861497,2019-06-17,2019-07-08,2019-07-01,x,78411205,,
DE10,7335046,2019-06-17,2019-07-08,2019-06-26,x,35101221,,
CN10,6218545,2019-06-17,2019-07-08,2019-07-04,x,41420829,,
IN10,9188681,2019-06-17,2019-07-08,2019-06-25,x,32952574,,
CN10,5160458,2019-06-03,2019-06-24,2019-06-13,x,70920548,,
JP11,6628020,2019-05-31,2019-06-21,2019-06-24,x,32952574,,
JP11,6620192,2019-06-17,2019-07-08,2019-07-04,x,50759436,,
JP11,8879910,2019-06-17,2019-07-08,2019-07-10,x,70920548,,
JP11,8936620,2019-06-17,2019-07-08,2019-07-05,x,32519746,,
JP11,7561211,2019-06-17,2019-07-08,2019-07-12,x,53847241,,
JP11,7586227,2019-06-17,2019-07-08,2019-06-25,x,30003467,,
BR10,7418527,2019-06-17,2019-07-08,2019-06-25,x,34702906,,
BR10,7462075,2019-06-17,2019-07-08,2019-06-20,x,55553693,,
BR10,6251486,2019-06-17,2019-07-08,2019-07-08,x,48114031,2019-06-24,2019-07-04
BR10,7790045,2019-06-17,2019-07-08,2019-07-01,x,30003467,2019-06-21,2019-06-28
BR10,7521059,2019-06-17,2019-07-08,2019-07-09,x,30002348,,
BR10,6600805,2019-06-17,2019-07-08,2019-07-05,x,32519746,,
US10,8900439,2019-06-17,2019-07-08,2019-07-03,x,30002348,,
US10,9483557,2019-06-17,2019-07-08,2019-07-03,x,50759436,,
US10,6700304,2019-06-17,2019-07-08,2019-06-24,x,32519746,,
BR10,7636025,2019-06-17,2019-07-08,2019-06-28,x,38334498,,
BR10,7734236,2019-06-17,2019-07-08,2019-06-19,x,35101221,,
US10,6534054,2019-06-17,2019-07-08,2019-06-28,x,30003467,,
BR10,7716706,2019-06-26,2019-07-17,2019-07-04,x,70920548,,
IN10,7017524,2019-06-26,2019-07-17,2019-07-17,x,30002348,2019-07-01,2019-07-10
DE10,8747418,2019-06-26,2019-07-17,2019-07-15,x,53847241,,
IN10,6683694,2019-06-26,2019-07-17,2019-07-16,x,50759436,,
IN10,8116912,2019-06-10,2019-07-01,2019-06-24,x,35101221,,
IN10,9375257,2019-06-26,2019-07-17,2019-07-17,x,30003467,2019-07-08,2019-07-15
DE10,8671183,2019-06-26,2019-07-17,2019-07-30,x,47017350,,
DE10,9367259,2019-06-26,2019-07-17,2019-07-10,x,55553693,,
CN10,8087819,2019-06-26,2019-07-17,2019-07-11,x,43088822,,
BR10,9080885,2019-06-26,2019-07-17,2019-07-15,x,30003467,,
US10,7966878,2019-06-26,2019-07-17,2019-07-03,x,30002348,,
CN10,8484487,2019-06-26,2019-07-17,2019-07-15,x,78411205,,
CN10,8998388,2019-06-12,2019-07-03,2019-06-20,x,30003467,,
CN10,8939485,2019-06-26,2019-07-17,2019-07-10,x,30002348,,
US10,5854607,2019-06-26,2019-07-17,2019-07-01,x,32952574,,
JP11,6631683,2019-06-26,2019-07-17,2019-07-08,x,41420829,,
US10,8964774,2019-06-26,2019-07-17,2019-07-10,x,38334498,,
BR10,6683988,2019-06-06,2019-06-27,2019-06-26,x,30002348,,
US10,8210641,2019-06-26,2019-07-17,2019-07-08,x,74997556,,
US10,8749504,2019-06-26,2019-07-17,2019-07-15,x,50759436,,
CN10,5617914,2019-06-26,2019-07-17,2019-07-19,x,34702906,,
IN10,5521910,2019-07-02,2019-07-23,2019-07-11,x,48114031,,
JP11,9298260,2019-06-14,2019-07-05,2019-06-17,x,48114031,,
US10,6119973,2019-07-02,2019-07-23,2019-08-06,x,50759436,,
IN10,8171490,2019-07-02,2019-07-23,2019-07-12,x,30002348,,
IN10,6498947,2019-07-02,2019-07-23,2019-07-24,x,30003467,,
IN10,7984806,2019-07-02,2019-07-23,2019-07-12,x,32952574,,
IN10,8322655,2019-06-24,2019-07-15,2019-07-02,x,74997556,2019-06-24,2019-07-01
JP11,6778097,2019-07-02,2019-07-23,2019-07-22,x,32519746,,
JP11,7661749,2019-07-02,2019-07-23,2019-07-23,x,30002348,2019-07-12,2019-07-22
JP11,7675391,2019-07-02,2019-07-23,2019-07-15,x,78411205,,
JP11,6811201,2019-07-02,2019-07-23,2019-07-11,x,74997556,,
IN10,9321094,2019-07-02,2019-07-23,2019-07-09,x,43088822,2019-07-03,2019-07-05
US10,5195365,2019-07-02,2019-07-23,2019-07-15,x,30002348,,
US10,5350485,2019-07-02,2019-07-23,2019-07-16,x,43088822,,
US10,7136449,2019-07-02,2019-07-23,2019-07-12,x,30003467,,
US10,5915529,2019-07-02,2019-07-23,2019-07-09,x,32519746,,
US10,6204738,2019-07-02,2019-07-23,2019-07-22,x,78411205,2019-07-12,2019-07-15
US10,9122008,2019-07-02,2019-07-23,2019-07-08,x,38334498,,
DE10,9255151,2019-07-02,2019-07-23,2019-07-19,x,43088822,,
DE10,4952933,2019-07-02,2019-07-23,2019-07-08,x,35101221,,
DE10,5615173,2019-07-02,2019-07-23,2019-07-18,x,41420829,,
DE10,9572120,2019-07-02,2019-07-23,2019-07-29,x,30003467,,
DE10,5804691,2019-07-02,2019-07-23,2019-07-24,x,48114031,,
DE10,6642493,2019-07-02,2019-07-23,2019-08-01,x,34702906,,
DE10,8459639,2019-07-02,2019-07-23,2019-07-22,x,78411205,,
DE10,9709205,2019-07-02,2019-07-23,2019-07-24,x,74997556,,
DE10,9116477,2019-07-02,2019-07-23,2019-07-11,x,50759436,,
CN10,8580876,2019-07-02,2019-07-23,2019-07-05,x,34702906,,
CN10,9238192,2019-07-02,2019-07-23,2019-07-25,x,30002348,,
CN10,6917245,2019-07-02,2019-07-23,2019-07-10,x,30003467,,
BR10,6118300,2019-07-02,2019-07-23,2019-08-01,x,30003467,,
CN10,9367866,2019-07-08,2019-07-29,2019-07-18,x,32519746,,
JP11,8163557,2019-07-08,2019-07-29,2019-07-25,x,30002348,,
CN10,7099723,2019-07-08,2019-07-29,2019-07-19,x,30002348,,
BR10,6412459,2019-07-08,2019-07-29,2019-07-30,x,30002348,,
CN10,6312113,2019-07-08,2019-07-29,2019-07-17,x,74997556,,
IN10,8200085,2019-07-08,2019-07-29,2019-07-22,x,30002348,,
JP11,7959744,2019-07-08,2019-07-29,2019-07-10,x,30003467,,
JP11,5003731,2019-07-08,2019-07-29,2019-07-10,x,50759436,,
BR10,6462036,2019-07-08,2019-07-29,2019-07-15,x,38334498,,
JP11,9301384,2019-07-08,2019-07-29,2019-07-12,x,74997556,,
JP11,6617749,2019-07-08,2019-07-29,2019-08-01,x,34702906,,
US10,8332274,2019-07-08,2019-07-29,2019-07-18,x,43088822,,
BR10,9081231,2019-07-08,2019-07-29,2019-07-30,x,30003467,,
BR10,8115638,2019-06-21,2019-07-12,2019-06-28,x,50759436,,
JP11,6002874,2019-07-08,2019-07-29,2019-07-23,x,35101221,,
DE10,7035384,2019-07-08,2019-07-29,2019-07-22,x,41420829,,
IN10,5388039,2019-07-08,2019-07-29,2019-07-23,x,47017350,,
BR10,6409898,2019-07-08,2019-07-29,2019-07-12,x,34702906,,
IN10,7405472,2019-07-08,2019-07-29,2019-07-31,x,30003467,2019-07-12,2019-07-22
US10,6823191,2019-07-08,2019-07-29,2019-07-24,x,30003467,,
CN10,6892527,2019-07-08,2019-07-29,2019-07-25,x,38334498,,
US10,7521622,2019-07-08,2019-07-29,2019-07-17,x,53847241,,
DE10,6489063,2019-07-08,2019-07-29,2019-07-23,x,30002348,,
DE10,6658026,2019-07-08,2019-07-29,2019-07-26,x,55553693,,
DE10,8770419,2019-07-08,2019-07-29,2019-07-19,x,74997556,,
DE10,5400124,2019-07-08,2019-07-29,2019-07-24,x,48114031,,
DE10,5087344,2019-07-08,2019-07-29,2019-08-01,x,53847241,,
DE10,9116352,2019-07-08,2019-07-29,2019-08-01,x,50759436,,
DE10,6245828,2019-07-08,2019-07-29,2019-07-18,x,38334498,,
DE10,7999455,2019-07-08,2019-07-29,2019-07-11,x,43088822,,
CN10,8698334,2019-07-15,2019-08-05,2019-07-24,x,47017350,,
CN10,9122722,2019-07-15,2019-08-05,2019-07-19,x,53847241,,
CN10,8915127,2019-07-15,2019-08-05,2019-08-06,x,30003467,,
CN10,8480140,2019-07-15,2019-08-05,2019-07-25,x,41420829,,
CN10,5484962,2019-07-09,2019-07-30,2019-07-30,x,32519746,2019-07-17,2019-07-23
CN10,5482122,2019-07-15,2019-08-05,2019-08-07,x,74997556,,
CN10,7618202,2019-07-15,2019-08-05,2019-07-29,x,49330617,,
CN10,8893472,2019-07-15,2019-08-05,2019-07-24,x,30002348,,
BR10,8632039,2019-06-25,2019-07-16,2019-07-02,x,50759436,,
CN10,9728504,2019-07-15,2019-08-05,2019-07-24,x,34702906,,
CN10,7522594,2019-07-15,2019-08-05,2019-07-29,x,32952574,,
JP11,9473209,2019-07-15,2019-08-05,2019-08-13,x,30002348,,
DE10,6457597,2019-07-15,2019-08-05,2019-08-13,x,53847241,,
US10,8604642,2019-07-15,2019-08-05,2019-08-09,x,30002348,,
US10,5797926,2019-07-15,2019-08-05,2019-07-30,x,41420829,,
DE10,8320315,2019-07-15,2019-08-05,2019-08-13,x,34702906,,
DE10,8164230,2019-07-15,2019-08-05,2019-07-26,x,48114031,,
DE10,8237523,2019-07-15,2019-08-05,2019-07-24,x,50759436,,
DE10,8376603,2019-07-15,2019-08-05,2019-08-06,x,30003467,,
DE10,6858845,2019-07-15,2019-08-05,2019-07-25,x,73419740,,
DE10,9437913,2019-07-15,2019-08-05,2019-08-16,x,30002348,,
DE10,9022049,2019-07-15,2019-08-05,2019-07-24,x,32519746,,
BR10,5920438,2019-07-03,2019-07-24,2019-07-15,x,32519746,,
US10,6921939,2019-07-15,2019-08-05,2019-07-22,x,32519746,,
JP11,9077741,2019-07-15,2019-08-05,2019-07-30,x,30003467,,
JP11,8115051,2019-07-15,2019-08-05,2019-07-26,x,38334498,,
BR10,5010611,2019-07-15,2019-08-05,2019-07-25,x,53847241,,
JP11,8078368,2019-07-15,2019-08-05,2019-07-31,x,53847241,2019-07-23,2019-07-26
IN10,8770807,2019-07-15,2019-08-05,2019-07-31,x,30003467,,
IN10,6923156,2019-07-15,2019-08-05,2019-07-26,x,50759436,,
IN10,6056951,2019-07-15,2019-08-05,2019-07-29,x,47017350,,
BR10,7552036,2019-07-15,2019-08-05,2019-07-25,x,34702906,,
BR10,6307704,2019-07-15,2019-08-05,2019-08-05,x,30003467,2019-07-22,2019-07-29
US10,5129805,2019-07-15,2019-08-05,2019-07-26,x,35101221,,
DE10,8259360,2019-07-24,2019-08-14,2019-08-12,x,30003467,,
DE10,5768788,2019-07-24,2019-08-14,2019-07-26,x,30002348,,
US10,5585108,2019-07-24,2019-08-14,2019-08-01,x,78411205,,
DE10,9474703,2019-07-24,2019-08-14,2019-08-12,x,35101221,,
US10,8599204,2019-07-24,2019-08-14,2019-08-15,x,30003467,,
US10,8096997,2019-07-24,2019-08-14,2019-08-06,x,30002348,,
US10,7207479,2019-07-24,2019-08-14,2019-08-05,x,32519746,,
US10,7066038,2019-07-24,2019-08-14,2019-08-13,x,35101221,,
IN10,8383425,2019-07-24,2019-08-14,2019-08-19,x,32519746,,
JP11,5098672,2019-07-24,2019-08-14,2019-08-16,x,30003467,,
IN10,8051849,2019-07-24,2019-08-14,2019-08-19,x,30002348,,
JP11,5139719,2019-07-24,2019-08-14,2019-08-14,x,32952574,,
JP11,7940852,2019-07-24,2019-08-14,2019-08-09,x,74997556,,
JP11,9223062,2019-07-24,2019-08-14,2019-07-25,x,48114031,,
JP11,5917520,2019-07-24,2019-08-14,2019-08-19,x,78411205,2019-07-30,2019-08-09
JP11,8870220,2019-07-11,2019-08-01,2019-07-26,x,41420829,,
BR10,6057059,2019-07-24,2019-08-14,2019-08-12,x,30002348,,
US10,7654130,2019-07-24,2019-08-14,2019-07-30,x,74997556,,
CN10,6590678,2019-07-24,2019-08-14,2019-08-07,x,30003467,,
IN10,8421891,2019-07-24,2019-08-14,2019-08-13,x,34702906,2019-07-25,2019-08-05
BR10,6376273,2019-07-24,2019-08-14,2019-08-13,x,30003467,,
BR10,7902760,2019-07-08,2019-07-29,2019-07-29,x,47017350,,
BR10,7156822,2019-07-24,2019-08-14,2019-07-26,x,74997556,,
BR10,7664379,2019-07-24,2019-08-14,2019-08-02,x,35101221,,
BR10,7872210,2019-07-24,2019-08-14,2019-08-07,x,48114031,,
BR10,6785555,2019-07-24,2019-08-14,2019-07-31,x,41420829,,
JP11,9526376,2019-07-24,2019-08-14,2019-08-07,x,30002348,,
BR10,8807072,2019-07-24,2019-08-14,2019-08-08,x,49330617,,
JP11,9595076,2019-07-24,2019-08-14,2019-07-30,x,43088822,,
IN10,9595162,2019-07-24,2019-08-14,2019-08-09,x,48114031,2019-08-01,2019-08-05
JP11,7131022,2019-07-30,2019-08-20,2019-08-15,x,30002348,,
JP11,6736557,2019-07-30,2019-08-20,2019-08-15,x,53847241,,
JP11,5743852,2019-07-30,2019-08-20,2019-08-12,x,30003467,,
IN10,6993866,2019-07-30,2019-08-20,2019-08-12,x,48114031,,
DE10,6819768,2019-07-30,2019-08-20,2019-08-16,x,43088822,,
DE10,7289317,2019-07-30,2019-08-20,2019-08-07,x,32952574,,
DE10,8854172,2019-07-30,2019-08-20,2019-08-16,x,30002348,,
DE10,8203994,2019-07-30,2019-08-20,2019-08-14,x,30003467,,
DE10,8781970,2019-07-30,2019-08-20,2019-08-22,x,32519746,,
DE10,8480822,2019-07-30,2019-08-20,2019-08-09,x,48114031,,
IN10,6736424,2019-07-30,2019-08-20,2019-08-07,x,32519746,,
CN10,9127710,2019-07-30,2019-08-20,2019-08-16,x,30002348,,
